q,a
В 1974—1975 годах — премьер-министр Египта.,В тысяча девятьсот семьдесят четвёртом по тысяча девятьсот семьдесят пятом годах — премьер-министр Египта.
Безморозный период длится около 140—150 дней.,Безморозный период длится около ста сорока-ста пятидесяти дней.
"В 1976—1979 годах — артист Новосибирского театра музыкальной комедии, затем — Ивановского, Свердловского, Сочинского, Волгоградского, Краснодарского, Красноярского, Оренбургского театров.","В тысяча девятьсот семьдесят шестом по тысяча девятьсот семьдесят девятый годах — артист Новосибирского театра музыкальной комедии, затем — Ивановского, Свердловского, Сочинского, Волгоградского, Краснодарского, Красноярского, Оренбургского театров."
В Теогонии Гесиода (226—232) была описана генеалогия Фоноса вместе с другими его братьями и сёстрами:,В Теогонии Гесиода (двести двадцать шестой—двести тридцать второй) была описана генеалогия Фоноса вместе с другими его братьями и сёстрами:
В 1937—1944 годах работал в Красноярском краеведческом музее.,В тысяча девятьсот тридцать седьмом по тысяча девятьсот сорок четвёртый годах работал в Красноярском краеведческом музее.
"В 1926—1927 годах, получив рекомендацию от профессора В. В. Бунака участвовал качестве статиста-регистратора в Приполярной переписи, собрал обширные сведения о кетах, нганасанах, энцах, долганах, якутах, эвенках.","В тысяча девятьсот двадцать шестом по тысяча девятьсот двадцать седьмой годах, получив рекомендацию от профессора В. В. Бунака участвовал качестве статиста-регистратора в Приполярной переписи, собрал обширные сведения о кетах, нганасанах, энцах, долганах, якутах, эвенках."
"По данным правительства, в отчётный период 2011—2012 года Иванишвили, как кандидат в премьеры и после, как премьер, «не владел никакой долей в вышеупомянутой компании…».","По данным правительства, в отчётный период с две тысячи одиннадцатого по две тысячи двенадцатый года Иванишвили, как кандидат в премьеры и после, как премьер, «не владел никакой долей в вышеупомянутой компании...»."
От самого берега Енисея начиналась равнина шириной два-три километра и длиной вниз по течению километров десять — двенадцать.,От самого берега Енисея начиналась равнина шириной два-три километра и длиной вниз по течению километров десять — двенадцать.
"Длина самцов 400—700 мм, самок — 1000—1600 мм.","Длина самцов от четырёхсот до семисот мм, самок — от тысячи до тысячи шестисот мм."
== Российская академия наук (1917—1925) ==,== Российская академия наук (тысяча девятьсот семнадцатый—тысяча девятьсот двадцать пятый) ==
== Академия наук СССР (1925—1991) ==,== Академия наук СССР (тысяча девятьсот двадцать пятый—тысяча девятьсот девяносто первый) ==
"Второй сын принца Гастона Орлеанского, графа д’Э (1842—1922), и принцессы Изабеллы Бразильской (1846—1921).","Второй сын принца Гастона Орлеанского, графа дЭ (тысяча восемьсот сорок второй—тысяча девятьсот двадцать второй), и принцессы Изабеллы Бразильской (тысяча восемьсот сорок шестой—тысяча девятьсот двадцать первый)."
"Наследником бразильского императорского престола был объявлен его старший сын, принц Педру Энрике Орлеан-Браганса (1909—1981).","Наследником бразильского императорского престола был объявлен его старший сын, принц Педру Энрике Орлеан-Браганса (тысяча девятьсот девятый—тысяча девятьсот восемьдесят первый)."
Общая минерализация — 200—300 мг/л весной и 700—1000 мг/л зимой и летом.,Общая минерализация — от двухсот до трехсот мг/л весной и от семисот до тысячи мг/л зимой и летом.
Фийон — второй по продолжительности пребывания в должности (после Жоржа Помпиду в 1962—1968 годах) из премьер-министров Пятой республики.,Фийон — второй по продолжительности пребывания в должности (после Жоржа Помпиду в тысяча девятьсот шестьдесят втором по тысяча девятьсот шестьдесят восьмой годах) из премьер-министров Пятой республики.
== Особенности роли Премьера (2007—2012) ==,== Особенности роли Премьера (две тысячи седьмой—две тысячи двенадцатый) ==
"Серёжа Каховский относится к наиболее ярким образам 11—13-летних подростков в творчестве Крапивина — честным и благородным, гордым и справедливым, добрым и мечтательным.","Серёжа Каховский относится к наиболее ярким образам от одиннадцати до тринадцати-летних подростков в творчестве Крапивина — честным и благородным, гордым и справедливым, добрым и мечтательным."
Также был награждён медалью «За доблестный труд в Великой Отечественной войне 1941—1945 гг.».,Также был награждён медалью «За доблестный труд в Великой Отечественной войне с тысяча девятьсот сорок первого по тысяча девятьсот сорок пятый гг.».
Латышские стрелковые части сформировали в 1915—1916 годах в основном из жителей Лифляндской и Курляндской губерний.,Латышские стрелковые части сформировали в тысяча девятьсот пятнадцатом по тысяча девятьсот шестнадцатый годах в основном из жителей Лифляндской и Курляндской губерний.
Язепс Гросвалдс — цикл картин «Латышские стрелки» (1916—1917 годы),Язепс Гросвалдс — цикл картин «Латышские стрелки» (с тысяча девятьсот шестнадцатого по тысяча девятьсот семнадцатый годы)
История латышских стрелков (1915—1920).,История латышских стрелков (тысяча девятьсот пятнадцатый—тысяча девятьсот двадцатый).
Том 2 (1919—1920).,Том второй (тысяча девятьсот девятнадцатый—тысяча девятьсот двадцатый).
"Революционные латышские стрелки (1917—1920) / колл. авт., ред. А. А. Дризул.","Революционные латышские стрелки (тысяча девятьсот семнадцатый—тысяча девятьсот двадцатый) / колл. авт., ред. А. А. Дризул."
В ходе постройки проект был скорректирован с учётом опыта японо-китайской войны 1894—1895 годов.,В ходе постройки проект был скорректирован с учётом опыта японо-китайской войны с тысяча восемьсот девяносто четвёртого по тысяча восемьсот девяносто пятый годов.
Стефен ван Хастрегт — ударные (2002—2010),Стефен ван Хастрегт — ударные (две тысячи второй—две тысячи десятый)
Мартейн Вестерхольт — синтезатор (1996—2001),Мартейн Вестерхольт — синтезатор (тысяча девятьсот девяносто шестой—две тысячи первый)
Михил Папенхове — гитара (1996—2001),Михил Папенхове — гитара (тысяча девятьсот девяносто шестой—две тысячи первый)
Сиро Пальма — ударные (1998—1999),Сиро Пальма — ударные (тысяча девятьсот девяносто восьмой—тысяча девятьсот девяносто девятый)
"Брита Иоахимсдоттер Браге (1518—1554), вышла замуж в 1531 году за барона Биргера Нильссона Грипа.","Брита Иоахимсдоттер Браге (тысяча пятьсот восемнадцатый—тысяча пятьсот пятьдесят четвёртый), вышла замуж в 1531 году за барона Биргера Нильссона Грипа."
"Оллегард Иоахимсдоттер Браге (1519—1527), умерла в аббатстве Ско, где она училась.","Оллегард Иоахимсдоттер Браге (тысяча пятьсот девятнадцатый—тысяча пятьсот двадцать седьмой), умерла в аббатстве Ско, где она училась."
Пер Браге (1520—1590),Пер Браге (тысяча пятьсот двадцатый—тысяча пятьсот девяностый)
"Иоганн (1529—1574), епископ Оснабрюкка.","Иоганн (тысяча пятьсот двадцать девятый—тысяча пятьсот семьдесят четвёртый), епископ Оснабрюкка."
Измельчение порошков карбидов и кобальта (производится на шаровых мельницах в течение 2—3 суток) до 1 — 2 микрон.,Измельчение порошков карбидов и кобальта (производится на шаровых мельницах в течение от двух до трех суток) до одного — двух микрон.
"Однако, в отличие от быстрорежущих сталей, твёрдые сплавы имеют пониженную прочность на изгиб (σи = 1000—1500 МПа), низкую ударную вязкость.","Однако, в отличие от быстрорежущих сталей, твёрдые сплавы имеют пониженную прочность на изгиб (и = от тысячи до тысячи пятисот МПа), низкую ударную вязкость."
"Юлиус Коппель (1892—1933) — популярный в своё время клоун, выступавший под псевдонимом Лекс.","Юлиус Коппель (тысяча восемьсот девяносто второй—тысяча девятьсот тридцать третий) — популярный в своё время клоун, выступавший под псевдонимом Лекс."
"Энн Нурмисте (1894—1968) — государственный деятель и педагог, директор таллинского техникума.","Энн Нурмисте (тысяча восемьсот девяносто четвёртый—тысяча девятьсот шестьдесят восьмой) — государственный деятель и педагог, директор таллинского техникума."
Мадис Олдберг (1872—1913) — собиратель народных стихов.,Мадис Олдберг (тысяча восемьсот семьдесят второй—тысяча девятьсот тринадцатый) — собиратель народных стихов.
"Фридрих Ейнберг (1873—1953) — педагог, директор школы Нехату.","Фридрих Ейнберг (тысяча восемьсот семьдесят третий—тысяча девятьсот пятьдесят третий) — педагог, директор школы Нехату."
Годовое количество осадков — 600—700 мм.,Годовое количество осадков — от шестисот до семисот мм.
Устойчивый снежный покров держится 100—115 дней; его мощность обычно не превышает 20-30 см.,Устойчивый снежный покров держится от ста до ста пятнадцати дней; его мощность обычно не превышает от двадцати до тридцати см.
В 1802—1924 годах земли поселения входили в Себежский уезд Витебской губернии.,В тысяча восемьсот втором по тысяча девятьсот двадцать четвёртый годах земли поселения входили в Себежский уезд Витебской губернии.
В 1941—1944 гг. местность находилась под фашистской оккупацией войсками Гитлеровской Германии.,В тысяча девятьсот сорок первом по тысяча девятьсот сорок четвёртый гг. местность находилась под фашистской оккупацией войсками Гитлеровской Германии.
В 1995—2010 годах деревня Прихабы входила в Дубровскую волость вплоть до её упразднения согласно Закону Псковской области от 03.06.2010 № 984-ОЗ.,В тысяча девятьсот девяносто пятом по две тысячи десятый годах деревня Прихабы входила в Дубровскую волость вплоть до её упразднения согласно Закону Псковской области от 03.06.2010 No 9484-ОЗ.
"По списку 1647—1648 годов за Никитой Романовым числилось более 7000 дворов, в том числе два вотчинных города: Скопин и Романово городище.","По списку с тысяча шестьсот сорок седьмого по тысяча шестьсот сорок восьмой годов за Никитой Романовым числилось более семи тысяч дворов, в том числе два вотчинных города: Скопин и Романово городище."
"В японском языке две категории числительных — китайские, посредством которых выражаются все числа, и исконно-японские, менее употребительные, только для чисел 1—10 и 20.","В японском языке две категории числительных — китайские, посредством которых выражаются все числа, и исконно-японские, менее употребительные, только для чисел от одного до десяти и двадцати."
Маргарита Алиса Тира Виктория Мария Луиза Шоластика (1932—2013),Маргарита Алиса Тира Виктория Мария Луиза Шоластика (тысяча девятьсот тридцать второй—две тысячи тринадцатый)
"Максимилиан, маркграф Баденский (1933—2022)","Максимилиан, маркграф Баденский (тысяча девятьсот тридцать третий—две тысячи двадцать второй)"
В 1976—1978 годах проходил срочную службу в Советской армии.,В тысяча девятьсот семьдесят шестом по тысяча девятьсот семьдесят восьмой годах проходил срочную службу в Советской армии.
"Кроме того, в 1997—2011 годах был ректором Каунасской семинарии.","Кроме того, в тысяча девятьсот девяносто седьмом по две тысячи одиннадцатый годах был ректором Каунасской семинарии."
"Вступил в местную организацию РСДРП(б), занимался агитацией, за что привлекался к ответственности, но отошёл от политики после поражения Революции 1905—1907 годов.","Вступил в местную организацию РСДРП(б), занимался агитацией, за что привлекался к ответственности, но отошёл от политики после поражения Революции с тысяча девятьсот пятого по тысяча девятьсот седьмой годов."
В 1910—1913 годах преподавал в коммерческих училищах Петербурга законоведение и торговое право.,В тысяча девятьсот десятом по тысяча девятьсот тринадцатый годах преподавал в коммерческих училищах Петербурга законоведение и торговое право.
"В 1918—1919 годах профессор, заведующий кафедрой промышленного права Ярославского университета.","В тысяча девятьсот восемнадцатом по тысяча девятьсот девятнадцатый годах профессор, заведующий кафедрой промышленного права Ярославского университета."
В 1939—1942 годах заведовал кафедрой в Плановом институте.,В тысяча девятьсот тридцать девятом по тысяча девятьсот сорок втором годах заведовал кафедрой в Плановом институте.
Толстой Ю. К. Анатолий Васильевич Венедиктов (1887—1959) // Правоведение.,Толстой Ю. К. Анатолий Васильевич Венедиктов (тысяча восемьсот восемьдесят седьмой—тысяча девятьсот пятьдесят девятый) // Правоведение.
Первый декан возрождённого факультета — Анатолий Васильевич Венедиктов (1887—1959).,Первый декан возрождённого факультета — Анатолий Васильевич Венедиктов (тысяча восемьсот восемьдесят седьмой—тысяча девятьсот пятьдесят девятый).
В 1948–1954 годах был на научно-педагогической работе на кафедре кинодраматургии во Всесоюзном государственном институте кинематографии.,В тысяча девятьсот сорок восьмом по тысяча девятьсот пятьдесят четвёртый годах был на научно-педагогической работе на кафедре кинодраматургии во Всесоюзном государственном институте кинематографии.
"В 1954–1971 годах работал в Институте истории искусств (ныне Государственный институт искусствознания) старшим научным сотрудником, заведующим сектором кино.","В тысяча девятьсот пятьдесят четвёртом по тысяча девятьсот семьдесят первом годах работал в Институте истории искусств (ныне Государственный институт искусствознания) старшим научным сотрудником, заведующим сектором кино."
В 1957—1970 годах был ответственным редактором ежегодника «Вопросы киноискусства».,В тысяча девятьсот пятьдесят седьмом по тысяча девятьсот семидесятый годах был ответственным редактором ежегодника «Вопросы киноискусства».
14-16 наряду с рассказом об их правлении.,от четырнадцати до шестнадцати наряду с рассказом об их правлении.
"Отец — Александр Алексеевич Вознесенский (1898—1950), ректор ЛГУ, министр просвещения РСФСР.","Отец — Александр Алексеевич Вознесенский (тысяча восемьсот девяносто восьмой—тысяча девятьсот пятидесятый), ректор ЛГУ, министр просвещения РСФСР."
"Генрих Генрихович фон Неф (1880—1950) — полковник лейб-гвардии 4-го стрелкового полка, участник Первой мировой войны.","Генрих Генрихович фон Неф (тысяча восемьсот восьмидесятый—тысяча девятьсот пятидесятый) — полковник лейб-гвардии Четвертого стрелкового полка, участник Первой мировой войны."
"Его жена Ирина Александровна Гольфштрем (1898—1936) была сестрой милосердия в Северо-Западной армии, покончила жизнь самоубийством в Нью-Йорке.","Его жена Ирина Александровна Гольфштрем (тысяча восемьсот девяносто восьмой—тысяча девятьсот тридцать шестой) была сестрой милосердия в Северо-Западной армии, покончила жизнь самоубийством в Нью-Йорке."
В 1996—2000 годах — сотрудник Посольства России в Египте.,В тысяча девятьсот девяносто шестом по двухтысячный годах — сотрудник Посольства России в Египте.
В 2011—2013 годах — сотрудник дипмиссии России при Палестинской национальной администрации в Рамалле.,В две тысячи одиннадцатом по две тысячи тринадцатый годах — сотрудник дипмиссии России при Палестинской национальной администрации в Рамалле.
"В 2016—2017 годах — старший советник Посольства России в Йемене, временный поверенный в делах России в Йемене.","В две тысячи шестнадцатом по две тысячи семнадцатый годах — старший советник Посольства России в Йемене, временный поверенный в делах России в Йемене."
В 2018—2019 годах — советник-посланник Посольства России в Саудовской Аравии.,В две тысячи восемнадцатом по две тысячи девятнадцатый годах — советник-посланник Посольства России в Саудовской Аравии.
В 2019—2023 годах — начальник отдела Департамента Ближнего Востока и Северной Африки МИД России.,В две тысячи девятнадцатом по две тысячи двадцать третьем годах — начальник отдела Департамента Ближнего Востока и Северной Африки МИД России.
Дивергенция гемоцианина паукообразных от остальных хелицеровых произошла 550—450 миллионов лет назад.,Дивергенция гемоцианина паукообразных от остальных хелицеровых произошла от пятисот пятидесяти до четырёхсот пятидесяти миллионов лет назад.
Морис Майлз (1966—1967),Морис Майлз (тысяча девятьсот шестьдесят шестой—тысяча девятьсот шестьдесят седьмой)
Серджиу Комиссиона (1967—1969),Серджиу Комиссиона (тысяча девятьсот шестьдесят седьмой—тысяча девятьсот шестьдесят девятый)
Эдгар Косма (1969—1974),Эдгар Косма (тысяча девятьсот шестьдесят девятый—тысяча девятьсот семьдесят четвёртый)
Алин Франкис (1974—1976),Алин Франкис (тысяча девятьсот семьдесят четвёртый—тысяча девятьсот семьдесят шестой)
Брайден Томсон (1977—1985),Брайден Томсон (тысяча девятьсот семьдесят седьмой—тысяча девятьсот восемьдесят пятый)
Вернон Хэндли (1985—1989),Вернон Хэндли (тысяча девятьсот восемьдесят пятый—тысяча девятьсот восемьдесят девятый)
Ян Паскаль Тортелье (1989—1992),Ян Паскаль Тортелье (тысяча девятьсот восемьдесят девятый—тысяча девятьсот девяносто второй)
Дмитрий Ситковецкий (1996—2001),Дмитрий Ситковецкий (тысяча девятьсот девяносто шестой—две тысячи первый)
Тьерри Фишер (2001—2006),Тьерри Фишер (две тысячи первый—две тысячи шестой)
Кеннет Монтгомери (2007—2010),Кеннет Монтгомери (две тысячи седьмой—две тысячи десятый)
Джоэнн Фаллетта (2011—2014),Джоэнн Фаллетта (две тысячи одиннадцатый—две тысячи четырнадцатый)
Рафаэль Пайяре (2014—2019),Рафаэль Пайяре (две тысячи четырнадцатый—две тысячи девятнадцатый)
"В 1943—1947 годах он проходил обучение в университете Васэда, параллельно выступая за студенческую футбольную команду.","В тысяча девятьсот сорок третьем по тысяча девятьсот сорок седьмой годах он проходил обучение в университете Васэда, параллельно выступая за студенческую футбольную команду."
После наложения бинта рекомендуется тренировочная ходьба в течение 20—30 минут.,После наложения бинта рекомендуется тренировочная ходьба в течение от двадцати до тридцати минут.
1972—1976 гг. — работала детским психоневрологом в Вологодской области.,с тысяча девятьсот семьдесят второго по тысяча девятьсот семьдесят шестой гг. — работала детским психоневрологом в Вологодской области.
Член Центральной ревизионной комиссии КПСС в 1966—1971 годах.,Член Центральной ревизионной комиссии КПСС в тысяча девятьсот шестьдесят шестом по тысяча девятьсот семьдесят первом годах.
В 1991—1997 годах — заместитель академика-секретаря Отделения истории РАН.,В тысяча девятьсот девяносто первом по тысяча девятьсот девяносто седьмой годах — заместитель академика-секретаря Отделения истории РАН.
Первый президент Ассоциации этнологов и антропологов России (1990—1994).,Первый президент Ассоциации этнологов и антропологов России (тысяча девятьсот девяностый—тысяча девятьсот девяносто четвёртый).
С редакцией сотрудничали многие выдающиеся представители культурных кругов Франции 1920—1940-х годов.,С редакцией сотрудничали многие выдающиеся представители культурных кругов Франции с тысяча девятьсот двадцатого по тысяча девятьсот сороковой-х годов.
Вязовкина В. А. Проблемы неоромантизма в западноевропейском балетном театре 1900—1930-х годов : эволюция образа героя-творца : диссертация на правах рукописи / Варвара Александровна Вязовкина / научный консультант Е. Я. Суриц.,Вязовкина В. А. Проблемы неоромантизма в западноевропейском балетном театре с тысяча девятисотого по тысяча девятьсот тридцатый-х годов : эволюция образа героя-творца : диссертация на правах рукописи / Варвара Александровна Вязовкина / научный консультант Е. Я. Суриц.
Шон был одним из семерых детей в семье радиодиджея и музыкального продюсера Боба Нила (1917—1983).,Шон был одним из семерых детей в семье радиодиджея и музыкального продюсера Боба Нила (тысяча девятьсот семнадцатый—тысяча девятьсот восемьдесят третий).
=== Духовные поиски и знакомство с кришнаитами (1968—1971) ===,=== Духовные поиски и знакомство с кришнаитами (тысяча девятьсот шестьдесят восьмой—тысяча девятьсот семьдесят первый) ===
=== Принятие духовного посвящения от Прабхупады и первые годы в ИСККОН (1971—1979) ===,=== Принятие духовного посвящения от Прабхупады и первые годы в ИСККОН (тысяча девятьсот семьдесят первый—тысяча девятьсот семьдесят девятый) ===
=== Миссионерская деятельность в Израиле и Западной Европе (1979—1987) ===,=== Миссионерская деятельность в Израиле и Западной Европе (тысяча девятьсот семьдесят девятый—тысяча девятьсот восемьдесят седьмой) ===
"В 1982—1987 годах, под руководством Бхагавана Госвами, Айодхьяпати занимался миссионерской деятельностью в Греции, Великобритании, Франции и Италии.","В тысяча девятьсот восемьдесят втором по тысяча девятьсот восемьдесят седьмой годах, под руководством Бхагавана Госвами, Айодхьяпати занимался миссионерской деятельностью в Греции, Великобритании, Франции и Италии."
Гуру и санньяси (1987—1993) ===,Гуру и санньяси (тысяча девятьсот восемьдесят седьмой—тысяча девятьсот девяносто третий) ===
=== Основание и развитие сельскохозяйственной общины «Шри Вриндаван Дхам» в Казахстане (1999—2011) ===,=== Основание и развитие сельскохозяйственной общины «Шри Вриндаван Дхам» в Казахстане (тысяча девятьсот девяносто девятый—две тысячи одиннадцатый) ===
"Уильям Сароян (1908—1981) хорошо известен как выдающийся мастер рассказа, который в своём творчестве сумел объединить традиции русского новеллиста Антона Чехова и американского Шервуда Андерсона.","Уильям Сароян (тысяча девятьсот восьмой—тысяча девятьсот восемьдесят первый) хорошо известен как выдающийся мастер рассказа, который в своём творчестве сумел объединить традиции русского новеллиста Антона Чехова и американского Шервуда Андерсона."
"Уильям Сароян (1908—1981) хорошо известен как выдающийся мастер рассказа, который в своём творчестве сумел объединить традиции русского новеллиста Антона Чехова и американского Шервуда Андерсона.","Уильям Сароян (тысяча девятьсот восьмой—тысяча девятьсот восемьдесят первый) хорошо известен как выдающийся мастер рассказа, который в своём творчестве сумел объединить традиции русского новеллиста Антона Чехова и американского Шервуда Андерсона."
Специальные почтовые штемпеля СССР 1981—1991 гг.,Специальные почтовые штемпеля СССР с тысяча девятьсот восемьдесят первого по тысяча девятьсот девяносто первый гг.
Мандибулы узкие субтреугольные с 5—7 мелкими зубцами.,Мандибулы узкие субтреугольные с пятью-семью мелкими зубцами.
Характерный отличительный признак: 2—3 наружных промежутка надкрылий густо пунктированы и покрыты короткими волосками.,Характерный отличительный признак: от двух до трех наружных промежутка надкрылий густо пунктированы и покрыты короткими волосками.
"В 1920—1923 годах работал, по направлению, врачом на постройке железных дорог в Чувашии.","В тысяча девятьсот двадцатом по тысяча девятьсот двадцать третьем годах работал, по направлению, врачом на постройке железных дорог в Чувашии."
В 1941—1942 годах — заведующий кафедрой инфекционных болезней Ижевского медицинского института; затем руководство кафедрами в других институтах; в 1945—1951 годах — директор 1-й терапевтической клиники МОНИКИ.,В тысяча девятьсот сорок первом по тысяча девятьсот сорок втором годах — заведующий кафедрой инфекционных болезней Ижевского медицинского института; затем руководство кафедрами в других институтах; в тысяча девятьсот сорок пятом по тысяча девятьсот пятьдесят первом годах — директор 1-й терапевтической клиники МОНИКИ.
Одновременно (1949—1986) возглавлял академическую группу Академии медицинских наук СССР.,Одновременно (тысяча девятьсот сорок девятый—тысяча девятьсот восемьдесят шестой) возглавлял академическую группу Академии медицинских наук СССР.
Поэтому в некоторых медицинских изданиях 1950—1970 годов ревматоидный артрит нередко называют «инфект-артритом».,Поэтому в некоторых медицинских изданиях с тысяча девятьсот пятидесятого по тысяча девятьсот семидесятый годов ревматоидный артрит нередко называют «инфект-артритом».
В бытность руководителем клиники Института медицинской паразитологии и тропической медицины (1929—1951) изучал проблему малярии и других паразитарных заболеваний.,В бытность руководителем клиники Института медицинской паразитологии и тропической медицины (тысяча девятьсот двадцать девятый—тысяча девятьсот пятьдесят первый) изучал проблему малярии и других паразитарных заболеваний.
"Ирина (1931—2001), советский и российский нефролог","Ирина (тысяча девятьсот тридцать первый—две тысячи первый), советский и российский нефролог"
"Авраменко Пётр Никитович (1915—2003) — Герой Советского Союза, родился в селе Подставки.","Авраменко Пётр Никитович (тысяча девятьсот пятнадцатый—две тысячи третий) — Герой Советского Союза, родился в селе Подставки."
"В 2004—2010 годах обучался на факультете метрологической информатики в Московском государственном технологическом университете «Станкин», окончил с отличием.","В две тысячи четвёртом по две тысячи десятый годах обучался на факультете метрологической информатики в Московском государственном технологическом университете «Станкин», окончил с отличием."
В 2009—2012 годах обучался в аспирантуре ТГУ по специальности «Экономика и управление народным хозяйством (экономическая безопасность)».,В две тысячи девятом по две тысячи двенадцатый годах обучался в аспирантуре ТГУ по специальности «Экономика и управление народным хозяйством (экономическая безопасность)».
"В 2011—2013 годах работал в ТГУ директором Центра по обеспечению функционирования интернет-сайта, а затем начальником управления по корпоративной политике.","В две тысячи одиннадцатом по две тысячи тринадцатый годах работал в ТГУ директором Центра по обеспечению функционирования интернет-сайта, а затем начальником управления по корпоративной политике."
