q,a
Наталия Бехтина.,Наталия Бехтина.
Роберт Дэвидсон (AUS) —  Богуслав Зич (POL) 2:5,Роберт Дэвидсон (AUS) —  Богуслав Зич (POL) два:пять
Роберт Дэвидсон (AUS) —  Бенни Вендт (AUT) 5:3,Роберт Дэвидсон (AUS) —  Бенни Вендт (AUT) пять:три
Роберт Дэвидсон (AUS) —  Лю Юньхун (CHN) 4:5,Роберт Дэвидсон (AUS) —  Лю Юньхун (CHN) четыре:пять
Роберт Дэвидсон (AUS) —  Чой Кам Шинг (HKG) 5:4,Роберт Дэвидсон (AUS) —  Чой Кам Шинг (HKG) пять:четыре
Роберт Дэвидсон (AUS) —  Остин Томас (ARU) 5:3,Роберт Дэвидсон (AUS) —  Остин Томас (ARU) пять:три
Роберт Дэвидсон (AUS) —  Стефано Чериони (ITA) 1:5,Роберт Дэвидсон (AUS) —  Стефано Чериони (ITA) один:пять
Роберт Дэвидсон (AUS) —  Маттиас Гей (FRG) 2:5,Роберт Дэвидсон (AUS) —  Маттиас Гей (FRG) два:пять
Роберт Дэвидсон (AUS) —  Патрик Гроц (FRA) 2:5,Роберт Дэвидсон (AUS) —  Патрик Гроц (FRA) два:пять
Роберт Дэвидсон (AUS) —  Арис Энкельманн (GDR) 1:5,Роберт Дэвидсон (AUS) —  Арис Энкельманн (GDR) один:пять
Роберт Дэвидсон (AUS) —  Тьерри Суманье (BEL) 5:3,Роберт Дэвидсон (AUS) —  Тьерри Суманье (BEL) пять:три
Роберт Дэвидсон (AUS) —  Отто Дракенберг (SWE) 2:5,Роберт Дэвидсон (AUS) —  Отто Дракенберг (SWE) два:пять
Роберт Дэвидсон (AUS) —  Андрей Шувалов (URS) 2:5,Роберт Дэвидсон (AUS) —  Андрей Шувалов (URS) два:пять
Роберт Дэвидсон (AUS) —  Антонио Мачадо (BRA) 5:3,Роберт Дэвидсон (AUS) —  Антонио Мачадо (BRA) пять:три
Роберт Дэвидсон (AUS) —  Сан-Цай Ван (TPE) 5:2,Роберт Дэвидсон (AUS) —  Сан-Цай Ван (TPE) пять:два
Роберт Дэвидсон (AUS) —  Эрик Среки (FRA) 0:5,Роберт Дэвидсон (AUS) —  Эрик Среки (FRA) ноль:пять
Роберт Дэвидсон (AUS) —  Сабольч Пастор (HUN) 4:5,Роберт Дэвидсон (AUS) —  Сабольч Пастор (HUN) четыре:пять
Роберт Дэвидсон (AUS) —  Санг-Жи Ли (KOR) 4:5,Роберт Дэвидсон (AUS) —  Санг-Жи Ли (KOR) четыре:пять
Роберт Дэвидсон (AUS) —  Хоакин Пинто (COL) 4:5,Роберт Дэвидсон (AUS) —  Хоакин Пинто (COL) четыре:пять
Андреа Чаплин (AUS) —  Жужанна Яноши (HUN) 1:5,Андреа Чаплин (AUS) —  Жужанна Яноши (HUN) один:пять
Андреа Чаплин (AUS) —  Линда Мартин (GBR) 2:5,Андреа Чаплин (AUS) —  Линда Мартин (GBR) два:пять
Андреа Чаплин (AUS) —  Лавренс Модейн (FRA) 4:5,Андреа Чаплин (AUS) —  Лавренс Модейн (FRA) четыре:пять
Андреа Чаплин (AUS) —  Шэрон Монплэйсир (USA) 1:5,Андреа Чаплин (AUS) —  Шэрон Монплэйсир (USA) один:пять
Образование и административное устройство сельского поселения определяются законом Рязанской области от 07.10.2004 № 96-ОЗ.,Образование и административное устройство сельского поселения определяются законом Рязанской области от седьмого октября две тысячи четвёртого года № девяносто шесть-ОЗ.
Границы сельского поселения определяются законом Рязанской области от 08.12.2008 № 189-ОЗ.,Границы сельского поселения определяются законом Рязанской области от восьмого декабря две тысячи восьмого года № сто восемьдесят девять-ОЗ.
"Автомобиль имел необычную для марки трансмиссию типа «трансэксл», благодаря чему была получена близкая к идеальной развесовка (примерно 52:48).","Автомобиль имел необычную для марки трансмиссию типа «трансэксл», благодаря чему была получена близкая к идеальной развесовка (примерно пятьдесят два:сорок восемь)."
"Степень сжатия была уменьшена до 7,5:1 для предотвращения детонации.","Степень сжатия была уменьшена до семь,пять:один для предотвращения детонации."
"Степень сжатия двигателя возросла до 8.5:1, а мощность до 210 л. с.","Степень сжатия двигателя возросла до восемь.пять:один, а мощность до двести десять л. с."
5' — результат стартового нажима сборной Украины — гол Алфёрова — 1:0;,пять' — результат стартового нажима сборной Украины — гол Алфёрова — один:ноль;
9' — Соусса после хорошо поданного углового удара забивает головой — 1:1;,девять' — Соусса после хорошо поданного углового удара забивает головой — один:один;
"19' — после подачи углового уругвайцами, полузащитники сборной Украины перехватывают мяч и бросают в прорыв Мищенко — 2:1;","девятнадцать' — после подачи углового уругвайцами, полузащитники сборной Украины перехватывают мяч и бросают в прорыв Мищенко — два:один;"
35' — ошибка уругвайской защиты — неприкрытый Шпаковский получает мяч вблизи от ворот и забивает — 3:1;,тридцать пять' — ошибка уругвайской защиты — неприкрытый Шпаковский получает мяч вблизи от ворот и забивает — три:один;
65' — Шпаковский получает передачу с левого края в контратаке и издали наносит отличный удар — 4:1;,шестьдесят пять' — Шпаковский получает передачу с левого края в контратаке и издали наносит отличный удар — четыре:один;
79' — слишком занятые обсуждением удаления уругвайцы упускают Губарева — 5:1;,семьдесят девять' — слишком занятые обсуждением удаления уругвайцы упускают Губарева — пять:один;
80' — Мищенко ещё раз наказывает совсем бросивших играть уругвайцев — 6:1;,восемьдесят' — Мищенко ещё раз наказывает совсем бросивших играть уругвайцев — шесть:один;
84' — Шпаковский забивает ещё один мяч — 7:1;,восемьдесят четыре' — Шпаковский забивает ещё один мяч — семь:один;
Здесь мощный Бутусов в борьбе с вратарем и защитниками принимает мяч и корпусом проводит его в ворота — 0:1;,Здесь мощный Бутусов в борьбе с вратарем и защитниками принимает мяч и корпусом проводит его в ворота — ноль:один;
"Н.Старостин подхватывает мяч, выходит к воротам и сильным ударом мимо вышедшего Соколова сравнивает счёт — 1:1.","Н.Старостин подхватывает мяч, выходит к воротам и сильным ударом мимо вышедшего Соколова сравнивает счёт — один:один."
35' — очень быстро разыгранная двухходовка Блинков — Н.Старостин заканчивается точным ударом — 2:1;,тридцать пять' — очень быстро разыгранная двухходовка Блинков — Н.Старостин заканчивается точным ударом — два:один;
"53' — Н.Старостин проходит по краю, передает в центр на Блинкова — 3:1;","пятьдесят три' — Н.Старостин проходит по краю, передает в центр на Блинкова — три:один;"
"Тот выдерживает паузу, стягивает на себя защиту и неожиданно вместо удара отбрасывает мяч назад набежавшему Блинкову — 4:1;","Тот выдерживает паузу, стягивает на себя защиту и неожиданно вместо удара отбрасывает мяч назад набежавшему Блинкову — четыре:один;"
"Потерявший ворота Соколов пропустил мяч, полагая, что тот идёт мимо, и он от штанги попал в ворота — 5:1;","Потерявший ворота Соколов пропустил мяч, полагая, что тот идёт мимо, и он от штанги попал в ворота — пять:один;"
82' — комбинация Кусков — Шелагин — Бутусов заканчивается пушечным ударом последнего — 5:2;,восемьдесят два' — комбинация Кусков — Шелагин — Бутусов заканчивается пушечным ударом последнего — пять:два;
"84' — прессингуемый ленинградскими нападающими Рущинский отдает пас назад, но Леонов выбежал из ворот в другом направлении и мяч тихо закатывается в ворота — 5:3;","восемьдесят четыре' — прессингуемый ленинградскими нападающими Рущинский отдает пас назад, но Леонов выбежал из ворот в другом направлении и мяч тихо закатывается в ворота — пять:три;"
"Москвин, вышедший на перехват, сталкивается со своим защитником К.Фоминым и мяч, минуя их, попадает к неприкрытому Троицкому, который отправляет его в пустые ворота — 1:0;","Москвин, вышедший на перехват, сталкивается со своим защитником К.Фоминым и мяч, минуя их, попадает к неприкрытому Троицкому, который отправляет его в пустые ворота — один:ноль;"
Орден Святого Станислава 2-й ст. (ВП 10.05.1912),Орден Святого Станислава второй ст. (ВП десятого мая тысяча девятьсот двенадцатого года)
Орден Святого Владимира 4-й ст. (ВП 19.02.1915),Орден Святого Владимира четвертой ст. (ВП девятнадцатого февраля тысяча девятьсот пятнадцатого года)
Орден Святого Владимира 3-й ст. (ВП 23.05.1915),Орден Святого Владимира третьей ст. (ВП двадцать третьего мая тысяча девятьсот пятнадцатого года)
"«Прямоугольное двухстороннее полотнище с отношением ширины к длине 2:3, воспроизводящее фигуры герба Сеченовского муниципального района, выполненные в синем, зелёном, белом и жёлтом цвете».","«Прямоугольное двухстороннее полотнище с отношением ширины к длине два:три, воспроизводящее фигуры герба Сеченовского муниципального района, выполненные в синем, зелёном, белом и жёлтом цвете»."
«Флаг Сеченовского района представляет собой прямоугольное полотнище с отношением ширины флага к его длине 2:3.,«Флаг Сеченовского района представляет собой прямоугольное полотнище с отношением ширины флага к его длине два:три.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Впоследствии примеру РФ последовали Никарагуа, Венесуэла и Науру (16.12.2009).","Впоследствии примеру РФ последовали Никарагуа, Венесуэла и Науру (шестнадцатого декабря две тысячи девятого года)."
23 февраля — День защитника Отечества (23.02.1992 года были созданы Вооружённые силы Южной Осетии).,двадцать три февраля — День защитника Отечества (двадцать третьего февраля тысяча девятьсот девяносто второго года были созданы Вооружённые силы Южной Осетии).
Командир 7-го гренадерского Самогитского полка (15.01.1914-22.01.1915).,Командир семдьмого гренадерского Самогитского полка (пятнадцатого января тысяча девятьсот четырнадцатого года-двадцать второго января тысяча девятьсот пятнадцатого года).
Генерал-майор (ст. 20.08.1914; за боевые отличия).,Генерал-майор (ст. двадцатого августа тысяча девятьсот четырнадцатого года; за боевые отличия).
Начальник штаба 2-го Туркестанского армейского корпуса (02.11.1915-30.06.1916).,Начальник штаба второго Туркестанского армейского корпуса (второго ноября тысяча девятьсот пятнадцатого года-тридцатого июня тысяча девятьсот шестнадцатого года).
Командующий 127-й пехотной дивизией (30.06.1916-10.10.1917).,Командующий сто двадцать седьмой пехотной дивизией (тридцатого июня тысяча девятьсот шестнадцатого года-десятого октября тысяча девятьсот семнадцатого года).
"Начальник штаба Кавказской армии (генерал Покровский), 13.12.1919 — 29.01.1920.","Начальник штаба Кавказской армии (генерал Покровский), тринадцатого декабря тысяча девятьсот девятнадцатого года — двадцать девятого января тысяча девятьсот двадцатого года."
Золотое оружие (ВП 05.12.1905);,Золотое оружие (ВП пятого декабря тысяча девятьсот пятого года);
Св.,Св.
Владимира 3-й ст. (06.12.1910);,Владимира третьей ст. (шестого декабря тысяча девятьсот десятого года);
мечи к ордену Св Владимира 3-й ст. (ВП 27.10.1914);,мечи к ордену Св Владимира третьей ст. (ВП двадцать седьмого октября тысяча девятьсот четырнадцатого года);
Св.,Св.
Станислава 1-й ст. с мечами (ВП 26.01.1915);,Станислава первой ст. с мечами (ВП двадцать шестого января тысяча девятьсот пятнадцатого года);
Св.,Св.
Анны 1-й ст. с мечами (ВП 31.05.1915);,Анны первой ст. с мечами (ВП тридцать первого мая тысяча девятьсот пятнадцатого года);
Св.,Св.
Владимира 2-й ст. с мечами (ВП 21.08.1916),Владимира второй ст. с мечами (ВП двадцать первого августа тысяча девятьсот шестнадцатого года)
Распоряжение Правительства РФ от 17.10.2009 г. № 1535-р «Об установлении границ морского порта Мурманск»,Распоряжение Правительства РФ от семнадцатого октября две тысячи девятого года г. № одна тысяча пятьсот тридцать пять-р «Об установлении границ морского порта Мурманск»
Распоряжение Росморречфлота от 18.12.2009 № АД-273-р «О внесении сведений о морском порте Мурманск в Реестр морских портов РФ»  (рус.).,Распоряжение Росморречфлота от восемнадцатого декабря две тысячи девятого года № АД-двести семьдесят три-р «О внесении сведений о морском порте Мурманск в Реестр морских портов РФ»  (рус.).
Приказ Минтранса РФ от 12.08.2014 г. № 222 «Об утверждении Обязательных постановлений в морском порту Мурманск»  (рус.).,Приказ Минтранса РФ от двенадцатого августа две тысячи четырнадцатого года г. № двести двадцать два «Об утверждении Обязательных постановлений в морском порту Мурманск»  (рус.).
"Два дня спустя сыграл за клуб свой первый матч против «Брайтон энд Хоув Альбион», в котором забил гол на 9-й минуте, однако его команда потерпела поражение со счётом 2:1.","Два дня спустя сыграл за клуб свой первый матч против «Брайтон энд Хоув Альбион», в котором забил гол на девять-й минуте, однако его команда потерпела поражение со счётом два:один."
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
Решением исполкома Черниговского областного совета народных депутатов от 26.03.1984 № 118 дому присвоен статус памятник архитектуры местного значения с охранным № 7-Чг.,Решением исполкома Черниговского областного совета народных депутатов от двадцать шестого марта тысяча девятьсот восемьдесят четвёртого года № сто восемнадцать дому присвоен статус памятник архитектуры местного значения с охранным № семь-Чг.
"Florian Stępniak OFMCap , настоящая фамилия Józef Stępniak, 3.01.1912 года в деревне Жджары, Польша — 12.08.1942, Дахау, Германия) — блаженный Римско-Католической Церкви, монах, мученик.","Florian Stępniak OFMCap , настоящая фамилия Józef Stępniak, три.один.одна тысяча девятьсот двенадцать года в деревне Жджары, Польша — двенадцатого августа тысяча девятьсот сорок второго года, Дахау, Германия) — блаженный Римско-Католической Церкви, монах, мученик."
"Был арестован 25.01.1940 года и интернирован в концентрационный лагерь Дахау, где погиб в газовой камере 12.08.1942 года.","Был арестован двадцать пятого января тысяча девятьсот сорокового года и интернирован в концентрационный лагерь Дахау, где погиб в газовой камере двенадцатого августа тысяча девятьсот сорок второго года."
Хорхе дебютировал в первом же матче группового этапа 25 июня со сборной Англии завершившимся поражением чилийцев со счётом 0:2.,Хорхе дебютировал в первом же матче группового этапа двадцать пятого июня со сборной Англии завершившимся поражением чилийцев со счётом ноль:два.
Квалификация началась в 11:40 по местному времени (UTC+2).,Квалификация началась в одиннадцать часов сорок минут по местному времени (UTC+два).
Гонка стартовала в 16:03 по местному времени (UTC+2).,Гонка стартовала в шестнадцать часов три минуты по местному времени (UTC+два).
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Например, каллиграфические надписи, украшающие Купол Скалы, включают цитаты из Корана, в которых упоминается чудо Иисуса и его человеческая природа (например, Коран 19:33-35), Таухид (например, Коран 112), а также роль Мухаммеда как «Печати Пророков», которые были истолкованы как попытка объявить об отказе от христианской концепции Святой Троицы и провозгласить триумф ислама над христианством и иудаизмом.","Например, каллиграфические надписи, украшающие Купол Скалы, включают цитаты из Корана, в которых упоминается чудо Иисуса и его человеческая природа (например, Коран девятнадцать часов тридцать три минуты-тридцать пять), Таухид (например, Коран сто двенадцать), а также роль Мухаммеда как «Печати Пророков», которые были истолкованы как попытка объявить об отказе от христианской концепции Святой Троицы и провозгласить триумф ислама над христианством и иудаизмом."
"Это была первая победа американских гребцов в данной дисциплине с 1964 года, здесь они также установили мировой рекорд, показав время 5:19,85.","Это была первая победа американских гребцов в данной дисциплине с одна тысяча девятьсот шестьдесят четвертого года, здесь они также установили мировой рекорд, показав время пять часов девятнадцать минут,восемьдесят пять."
"09.01.1994) — врач-стоматолог поликлиники «Центральная» АУ «Городская стоматологическая поликлиника» Минздрава Чувашии (2017), член Ассоциации стоматологов Чувашской Республики.","девятого января тысяча девятьсот девяносто четвёртого года) — врач-стоматолог поликлиники «Центральная» АУ «Городская стоматологическая поликлиника» Минздрава Чувашии (две тысячи семнадцать), член Ассоциации стоматологов Чувашской Республики."
Выпуск 10.02.2015 // www.ntrk21.ru,Выпуск десятого февраля две тысячи пятнадцатого года // www.ntrk двадцать один.ru
Выпуск 06.10.2015 // chuvashia.rfn.,Выпуск шестого октября две тысячи пятнадцатого года // chuvashia.rfn.
ru,ru
(официально с сайта Росэнергоатома на 01.01.2015)Сайт Росэнергоатома,(официально с сайта Росэнергоатома на первого января две тысячи пятнадцатого года)Сайт Росэнергоатома
32:1580-1586,тридцать два:тысяча пятьсот восемьдесят-одна тысяча пятьсот восемьдесят шесть
Москвичи выиграли финальную серию со счетом 3:0.,Москвичи выиграли финальную серию со счетом три:ноль.
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"Георг Гебхардт (№ 743), 19.02.1945 — оберстлейтенант резерва, командир 195-го штурмового полка","Георг Гебхардт (№ семьсот сорок три), девятнадцатого февраля тысяча девятьсот сорок пятого года — оберстлейтенант резерва, командир сто девяносто пять-го штурмового полка"
Und 12.06.1953 in Tübingen .,Und двенадцатого июня тысяча девятьсот пятьдесят третьего года in Tübingen .
Орден Святого Станислава 2-й ст. (ВП 15.06.1901),Орден Святого Станислава второй ст. (ВП пятнадцатого июня тысяча девятьсот первого года)
Орден Святой Анны 2-й ст. с мечами (ВП 11.08.1905),Орден Святой Анны второй ст. с мечами (ВП одиннадцатого августа тысяча девятьсот пятого года)
Орден Святого Владимира 4-й ст. с мечами (ВП 23.04.1906),Орден Святого Владимира четвертой ст. с мечами (ВП двадцать третьего апреля тысяча девятьсот шестого года)
Орден Святого Владимира 3-й ст. (ВП 31.01.1910),Орден Святого Владимира третьей ст. (ВП тридцать первого января тысяча девятьсот десятого года)
Орден Святой Анны 1-й ст. с мечами (ВП 28.01.1915),Орден Святой Анны первой ст. с мечами (ВП двадцать восьмого января тысяча девятьсот пятнадцатого года)
мечи к ордену Св. Станислава 1-й ст. (ВП 23.10.1915),мечи к ордену Св. Станислава первой ст. (ВП двадцать третьего октября тысяча девятьсот пятнадцатого года)
"Ян Казимир  (25.12.1607 — 14.01.1608), умер в младенческом возрасте;","Ян Казимир  (двадцать пятого декабря тысяча шестьсот седьмого года — четырнадцатого января тысяча шестьсот восьмого года), умер в младенческом возрасте;"
"Ян Казимир (22.03.1609 — 16.12.1672), король Польши и великий князь Литвы под именем Яна II Казимира, титулярный король Швеции;","Ян Казимир (двадцать второго марта тысяча шестьсот девятого года — шестнадцатого декабря тысяча шестьсот семьдесят второго года), король Польши и великий князь Литвы под именем Яна Второго Казимира, титулярный король Швеции;"
"Ян Ольбрахт (25.05.1612 — 22.12.1634), кардинал, епископ Кракова, князь-епископ Эрмланда;","Ян Ольбрахт (двадцать пятого мая тысяча шестьсот двенадцатого года — двадцать второго декабря тысяча шестьсот тридцать четвёртого года), кардинал, епископ Кракова, князь-епископ Эрмланда;"
"Кароль Фердинанд (13.10.1613 — 9.05.1655), епископ Плоцка, князь-епископ Бреслау, герцог Ополе;","Кароль Фердинанд (тринадцатого октября тысяча шестьсот тринадцатого года — девять.пять.одна тысяча шестьсот пятьдесят пять), епископ Плоцка, князь-епископ Бреслау, герцог Ополе;"
"Александр Кароль (4.11.1614 — 19.11.1634), умер молодым от оспы;","Александр Кароль (четыре.одиннадцать.161четыре — девятнадцатого ноября тысяча шестьсот тридцать четвёртого года), умер молодым от оспы;"
"Анна Констанция (26.01.1616 — 24.05.1616), умерла в младенческом возрасте;","Анна Констанция (двадцать шестого января тысяча шестьсот шестнадцатого года — двадцать четвёртого мая тысяча шестьсот шестнадцатого года), умерла в младенческом возрасте;"
"Анна Екатерина Констанция (7.08.1619 — 8.10.1651), принцесса польская, 8 июня 1642 года сочеталась браком с Филиппом Вильгельмом (24.11.1615 — 2.09.1690), наследным принцем Пфальц-Нейбурга из дома Виттельсбахов.","Анна Екатерина Констанция (семь.восемь.одна тысяча шестьсот девятнадцать — восемь.десять.одна тысяча шестьсот пятьдесят один), принцесса польская, восемь июня одна тысяча шестьсот сорок два года сочеталась браком с Филиппом Вильгельмом (двадцать четвёртого ноября тысяча шестьсот пятнадцатого года — два.девять.одна тысяча шестьсот девяносто), наследным принцем Пфальц-Нейбурга из дома Виттельсбахов."
"Анатолий Александрович Герасимов, в написании латиницей Anatole (Anatoly) Gerasimov (08.10.1945 — 25.04.2013) — советский, американский и российский композитор и музыкант (саксофонист и флейтист), игравший в широком диапазоне джазовых стилей, от традиционных (мейнстрим, бибоп, модальный джаз) до новейших (джаз-рок, этно-джаз, фри-джаз), а также сотрудничавший с музыкантами из области электроники, этники и рока.","Анатолий Александрович Герасимов, в написании латиницей Anatole (Anatoly) Gerasimov (восьмого октября тысяча девятьсот сорок пятого года — двадцать пятого апреля две тысячи тринадцатого года) — советский, американский и российский композитор и музыкант (саксофонист и флейтист), игравший в широком диапазоне джазовых стилей, от традиционных (мейнстрим, бибоп, модальный джаз) до новейших (джаз-рок, этно-джаз, фри-джаз), а также сотрудничавший с музыкантами из области электроники, этники и рока."
"Свой первый гол в Англии Хаби забил со штрафного в ворота «Фулхэма» 16 октября, к перерыву того матча «Ливерпуль» проигрывал 0:2, но затем после выхода Алонсо на замену переломил ход игры, победив со счётом 4:2.","Свой первый гол в Англии Хаби забил со штрафного в ворота «Фулхэма» шестнадцатого октября, к перерыву того матча «Ливерпуль» проигрывал ноль:два, но затем после выхода Алонсо на замену переломил ход игры, победив со счётом четыре:два."
"Это случилось в матче на «Энфилде» против «Дерби Каунти», который «Красные» выиграли со счётом 6:0.","Это случилось в матче на «Энфилде» против «Дерби Каунти», который «Красные» выиграли со счётом шесть:ноль."
"На Евро-2004 Алонсо был заменён в матче с Россией при счёте 1:0, сыграл все 90 минут против Португалии, где его команда уступила со счётом 0:1.","На Евро-две тысячи четыре Алонсо был заменён в матче с Россией при счёте один:ноль, сыграл все девяносто минут против Португалии, где его команда уступила со счётом ноль:один."
"На самом «мундиале» Алонсо открыл счёт в первом матче группового этапа со сборной Нидерландов, однако матч закончился поражением испанцев со счётом 1:5.","На самом «мундиале» Алонсо открыл счёт в первом матче группового этапа со сборной Нидерландов, однако матч закончился поражением испанцев со счётом один:пять."
"В ответной встрече «Байер» также мог проиграть впервые в сезоне, однако отыгрался со счёта 0:2 и прошёл в следующий этап по сумме двух матчей.","В ответной встрече «Байер» также мог проиграть впервые в сезоне, однако отыгрался со счёта ноль:два и прошёл в следующий этап по сумме двух матчей."
Орден Дружбы народов (21.01.1975),Орден Дружбы народов (двадцать первого января тысяча девятьсот семьдесят пятого года)
Международная Ленинская премия «За укрепление мира между народами» (21.01.1975),Международная Ленинская премия «За укрепление мира между народами» (двадцать первого января тысяча девятьсот семьдесят пятого года)
"Экс-чемпион мира выпускает уникальные наборы шахматных фигур (недоступная ссылка)  (недоступная ссылка с 13-05-2013 [3993 дня]) // «Свой бизнес», № 52, Июль 2007.","Экс-чемпион мира выпускает уникальные наборы шахматных фигур (недоступная ссылка)  (недоступная ссылка с от тринадцати до пяти-две тысячи тринадцать [три тысячи девятьсот девяносто три дня]) // «Свой бизнес», № пятьдесят два, Июль две тысячи седбмой."
"Из бутика «Шахматы Карпова» похищены уникальные шахматные фигурки // РИАНовости, 21.12.2006","Из бутика «Шахматы Карпова» похищены уникальные шахматные фигурки // РИАНовости, двадцать первого декабря две тысячи шестого года"
"«Известия», 22.12.2006.","«Известия», двадцать второго декабря две тысячи шестого года."
"Рыкова Е. Анатолий Карпов продаёт эксклюзивные шахматы // rb.ru, 12.02.2008","Рыкова Е. Анатолий Карпов продаёт эксклюзивные шахматы // rb.ru, двенадцатого февраля две тысячи восьмого года"
"Шахматное чудо: от автозапчастей до бриллиантов в платине // Шахматная школа «Этюд», 11.05.2010.","Шахматное чудо: от автозапчастей до бриллиантов в платине // Шахматная школа «Этюд», одиннадцатого мая две тысячи десятого года."
"// РИАНовости, visualrian.ru, 23.03.2010.","// РИАНовости, visualrian.ru, двадцать третьего марта две тысячи десятого года."
"Набор шахматных фигур «Неваляшка» («Непобедимые») // РИАНовости, visualrian.ru, 23.03.2010.","Набор шахматных фигур «Неваляшка» («Непобедимые») // РИАНовости, visualrian.ru, двадцать третьего марта две тысячи десятого года."
"25:25), как и вынужденное рабство израильтянина у своих соплеменников (Лев.","двадцать пять:двадцать пять), как и вынужденное рабство израильтянина у своих соплеменников (Лев."
25:39).,двадцать пять:тридцать девять).
Смещение применяемого времени относительно UTC составляет +3:00.,Смещение применяемого времени относительно UTC составляет +три часа ноль минут.
"В 06:00 UTC, Météo-France (MFR) классифицировала его как Tropical Depression Eleven примерно в 880 км (550 миль) к северо-северо-востоку от Маврикия.","В шесть часов ноль минут UTC, Météo-France (MFR) классифицировала его как Tropical Depression Eleven примерно в восемьсот восемьдесят км (пятьсот пятьдесят миль) к северо-северо-востоку от Маврикия."
"Valdības Vēstnesis Nr.259 (17.11.1931), 2. стр., Nr.","Valdības Vēstnesis Nr.двести пятьдесят девять (семнадцатого ноября тысяча девятьсот тридцать первого года), вторая. стр., Nr."
23 марта 2016 года в 9:40 энергоблок №1 Южно-Украинской АЭС отключён от энергосистемы Украины для проведения текущего ремонта для устранения неисправности системы регулирования турбины.,двадцать третьего марта две тысячи шестнадцатого года в девять часов сорок минут энергоблок № один Южно-Украинской АЭС отключён от энергосистемы Украины для проведения текущего ремонта для устранения неисправности системы регулирования турбины.
В 10:01 энергоблок был отключён от энергосистемы Украины.,В десять часов один минута энергоблок был отключён от энергосистемы Украины.
