q,a
Герб Ершовых-Павловичей: в голубом щите 4 под другим золотых ерша.,Герб Ершовых-Павловичей: в голубом щите три один под другим золотых ерша.
"Он женат был на Евдокии Семеновне Жегулиной, оставил 2 сыновей:","Он женат был на Евдокии Семеновне Жегулиной, оставил двух сыновей:"
"Был женат на Геновефе Кобыльчак, имел 2 сыновей — Лешека и Мариуша.","Был женат на Геновефе Кобыльчак, имел двух сыновей — Лешека и Мариуша."
"2 в партийном списке была Дора Дуро, 6 — Давид Доч, мэр Черхатхалапа.","Второй в партийном списке была Дора Дуро, шестым — Давид Доч, мэр Черхатхалапа."
В плей-офф сезона по итогам регулярного первенства вышли по 4 лучших клуба из каждой конференции.,В плей-офф сезона по итогам регулярного первенства вышли по четыре лучших клуба из каждой конференции.
"Полуфиналы и финалы конференций проводились до 2 побед, а решающая серия — до 3.","Полуфиналы и финалы конференций проводились до двух побед, а решающая серия — до трех."
"В своем 2 сезоне уже под руководством Майка Д’Антони роль Чендлера в команде увеличилась, и он смог улучшить свою статистику практически по каждому показателю.","В своем втором сезоне уже под руководством Майка Д’Антони роль Чендлера в команде увеличилась, и он смог улучшить свою статистику практически по каждому показателю."
"Это был лучший сезон Чендлера в «Никс», Майк Д’Антони назначил его на роль 6 игрока.","Это был лучший сезон Чендлера в «Никс», Майк Д’Антони назначил его на роль шестого игрока."
"Уилсон мог сыграть на разных позициях, от 2 до 4 номера.","Уилсон мог сыграть на разных позициях, от второго до четвертого номера."
«Наггетс» с Чендлером и его бывшими партнерами по «Никс» Данило Галлинари и Рэймондом Фелтоном был 1 из самых взрывных команд НБА.,«Наггетс» с Чендлером и его бывшими партнерами по «Никс» Данило Галлинари и Рэймондом Фелтоном был одной из самых взрывных команд НБА.
«Наггетс» был бит в 5 матчах.,«Наггетс» был бит в пяти матчах.
"К сожалению, он не смог принять участие в плей-офф, и как следствие, «Чжэцзян» проиграл в 1 же раунде.","К сожалению, он не смог принять участие в плей-офф, и как следствие, «Чжэцзян» проиграл в первом же раунде."
В 1 сезоне вместо них загадочные криминальные истории распутывают двое мужчин: комиссар Ларозьер и инспектор Лампьон.,В первом сезоне вместо них загадочные криминальные истории распутывают двое мужчин: комиссар Ларозьер и инспектор Лампьон.
"Во 2 сезоне загадочные криминальные истории распутывают 1 мужчина и 2 женщины: комиссар Сван Лоранс, журналистка Алис Авриль и секретарша Марлен Леруа.","Во втором сезоне загадочные криминальные истории распутывают один мужчина и две женщины: комиссар Сван Лоранс, журналистка Алис Авриль и секретарша Марлен Леруа."
"Отравленное перо (La Plume empoisonnee, сюжет основан на произведении 1 пальцем)","Отравленное перо (La Plume empoisonnee, сюжет основан на произведении Одним пальцем)"
"5 поросят (Cinq petits cochons, сюжет основан на произведении 5 поросят)","Пять поросят (Cinq petits cochons, сюжет основан на произведении Пять поросят)"
Убийственная мода (сюжет основан на произведении 3 девушка),Убийственная мода (сюжет основан на произведении Третья девушка)
Драма в 3 действиях (сюжет основан на произведении Трагедия в 3 актах),Драма в трех действиях (сюжет основан на произведении Трагедия в трех актах)
По направлению к 0 (сюжет основан на произведении Час 0),По направлению к нулю (сюжет основан на произведении Час ноль)
Убийства 3 степени (оригинальный сюжет),Убийства третьей степени (оригинальный сюжет)
"«ЛГ» становится 1 из самых цитируемых в мире советских, а затем российских периодических изданий.","«ЛГ» становится одним из самых цитируемых в мире советских, а затем российских периодических изданий."
"Они видели, что в либеральной своей версии «Литературная газета» скоро вообще исчезнет, ее некому будет читать, кроме 200 сумасшедших либералов в черте Москвы, и пригласили меня возглавить газету.","Они видели, что в либеральной своей версии «Литературная газета» скоро вообще исчезнет, ее некому будет читать, кроме двухсот сумасшедших либералов в черте Москвы, и пригласили меня возглавить газету."
"Но при этом, что неудивительно, реальное влияние «Литературной газеты» на нашу культурную ситуацию стремительно приближается к 0.","Но при этом, что неудивительно, реальное влияние «Литературной газеты» на нашу культурную ситуацию стремительно приближается к нулю."
"Назначенный профессором академии в возрасте 26 лет, он стал преподавать оптику и перспективу.","Назначенный профессором академии в возрасте двадцати шести лет, он стал преподавать оптику и перспективу."
"Здание знаменовало собой завершение 3 и последней фазы реконструкции парка замка Дайернфурт, спроектированного Карлом Готтгардом Лангхансом.","Здание знаменовало собой завершение третьей и последней фазы реконструкции парка замка Дайернфурт, спроектированного Карлом Готтгардом Лангхансом."
"С большим количеством парадов и фестивалей Кигэнсэцу считался 1 из 4 основных японских праздников, наряду с Новым годом, Днем рождения правящего императора и Днем рождения императора Мэйдзи.","С большим количеством парадов и фестивалей Кигэнсэцу считался одним из четырех основных японских праздников, наряду с Новым годом, Днем рождения правящего императора и Днем рождения императора Мэйдзи."
Согласно Нихон секи император Дзимму взошел на престол в 1 день 1 месяца.,Согласно Нихон секи император Дзимму взошел на престол в первый день первого месяца.
"В 1 из них есть бильярд, танцевальный клуб, боулинг и другие развлечения для гостей.","В одном из них есть бильярд, танцевальный клуб, боулинг и другие развлечения для гостей."
"В итоге в половину 3 ночи в штабе Демократической партии на 6 этаже были схвачены пятеро агентов — Джеймс Маккорд, Бернард Баркер, Вирхилио Гонсалес, Эухенио Мартинес и Фрэнк Стерджис.","В итоге в половину третьего ночи в штабе Демократической партии на шестом этаже были схвачены пятеро агентов — Джеймс Маккорд, Бернард Баркер, Вирхилио Гонсалес, Эухенио Мартинес и Фрэнк Стерджис."
"Республиканцы-сенаторы, ранее готовившиеся голосовать в Сенате против осуждения Никсона, после публикации пленок 1 за другим заявляли ему, что поддержат обвинение по всем пунктам.","Республиканцы-сенаторы, ранее готовившиеся голосовать в Сенате против осуждения Никсона, после публикации пленок один за другим заявляли ему, что поддержат обвинение по всем пунктам."
"Фильм получил 4 «Оскара»: за лучшую мужскую роль 2 плана, лучший адаптированный сценарий, лучшие декорации и лучший звук.","Фильм получил четыре «Оскара»: за лучшую мужскую роль второго плана, лучший адаптированный сценарий, лучшие декорации и лучший звук."
"В фильме «Форрест Гамп» есть эпизод, в котором Форрест послужил причиной скандала: он увидел, как в 1 из номеров гостиницы орудует группа людей, принятых им за электриков.","В фильме «Форрест Гамп» есть эпизод, в котором Форрест послужил причиной скандала: он увидел, как в одном из номеров гостиницы орудует группа людей, принятых им за электриков."
"Приводятся его слова, записанные на магнитофон:«Я хочу сказать, что вы можете раздобыть 1000000 долларов.","Приводятся его слова, записанные на магнитофон:«Я хочу сказать, что вы можете раздобыть миллион долларов."
"Фитзиммонс предложил Никсону 1000000 долларов в обмен на прекращение расследований, касающихся профсоюза водителей грузового транспорта.","Фитзиммонс предложил Никсону один миллион долларов в обмен на прекращение расследований, касающихся профсоюза водителей грузового транспорта."
"Более 3 десятилетий Смит не рассказывал о случившемся, но решил нарушить молчание, когда узнал, что Фелпс рассказал о получении информации от Грэя в своих мемуарах.","Более трех десятилетий Смит не рассказывал о случившемся, но решил нарушить молчание, когда узнал, что Фелпс рассказал о получении информации от Грэя в своих мемуарах."
"Во 2 половине XIX века усадьбой Видное владел государственный деятель граф Н. В. Адлерберг, затем – его племянница графиня Е. А. Адлерберг (урожденная Галль).","Во второй половине XIX века усадьбой Видное владел государственный деятель граф Н. В. Адлерберг, затем – его племянница графиня Е. А. Адлерберг (урожденная Галль)."
2 действующих монастыряЕкатерининская пустынь (город Видное).,Два действующих монастыряЕкатерининская пустынь (город Видное).
"Как и для других концепций квантовой теории информации, понять суть вопроса легче на примере общения 2 людей.","Как и для других концепций квантовой теории информации, понять суть вопроса легче на примере общения двух людей."
"   будет 1 из этих состояний, извлеченным согласно распределению вероятности ","   будет одним из этих состояний, извлеченным согласно распределению вероятности "
Для доказательства рассмотрим 3 квантовые системы с именами ,Для доказательства рассмотрим три квантовые системы с именами 
Это удивительно по 2 причинам:,Это удивительно по двум причинам:
2 место в конкурсе «Дебют в Меране» (в Театре Пуччини).,Второе место в конкурсе «Дебют в Меране» (в Театре Пуччини).
1 из японских певцов выступила в Вашингтонской национальной опере.,Первой из японских певцов выступила в Вашингтонской национальной опере.
В возрасте 10 лет появился в Вест-эндской постановке мюзикла «Отверженные» в роли Гавроша.,В возрасте десяти лет появился в Вест-эндской постановке мюзикла «Отверженные» в роли Гавроша.
Шелковский сельсовет был образован в 1 годы советской власти.,Шелковский сельсовет был образован в первые годы советской власти.
"Агаркова А. М., Герой Социалистического Труда, кавалер 2 орденов Ленина, ветеран треста «Челябтракторострой».","Агаркова А. М., Герой Социалистического Труда, кавалер двух орденов Ленина, ветеран треста «Челябтракторострой»."
"Это 1 электромобиль, оснащенный лидаром.","Это первый электромобиль, оснащенный лидаром."
Уличная сеть поселка состоит из 1 улицы (ул. Степная).,Уличная сеть поселка состоит из одной улицы (ул. Степная).
1 представитель южноамериканского подсемейства Derecyrtinae в Австралии.,Первый представитель южноамериканского подсемейства Derecyrtinae в Австралии.
Глубокий анализ мировой практики и строгие математические расчеты позволили ему обосновать необходимость постройки сразу 2 ледоколов водоизмещением по 6000 тонн каждый.,Глубокий анализ мировой практики и строгие математические расчеты позволили ему обосновать необходимость постройки сразу двух ледоколов водоизмещением по шесть тысяч тонн каждый.
"Научное исследование всего Ледовитого океана, на котором огромная область, 2000 верст длиною и полторы 1000 шириною, ни разу не была посещена ни 1 путешественником.","Научное исследование всего Ледовитого океана, на котором огромная область, две тысячи верст длиною и полторы тысячи шириною, ни разу не была посещена ни одним путешественником."
Днем наблюдал 1 неутомимый Шульц.,Днем наблюдал один неутомимый Шульц.
Вместо 2 однотипных ледоколов решено было строить только 1.,Вместо двух однотипных ледоколов решено было строить только один.
"Позже пароход оказался на Байкале, где проработал 10 лет.","Позже пароход оказался на Байкале, где проработал десять лет."
"   — 2 автоморфизма группы G, то","   — два автоморфизма группы G, то"
"На этих выборах в районные советы прошли более 300 независимых депутатов, которые организовали Конгресс муниципальных депутатов.","На этих выборах в районные советы прошли более трехсот независимых депутатов, которые организовали Конгресс муниципальных депутатов."
Юлия стала 1 из организаторов этого Конгресса.,Юлия стала одним из организаторов этого Конгресса.
Также выступал во 2 лиге за «Амур» (Благовещенск).,Также выступал во второй лиге за «Амур» (Благовещенск).
1 из своих учителей считает украинского голкипера Александра Ткаченко:,Одним из своих учителей считает украинского голкипера Александра Ткаченко:
"3 вокзала - Степан Петрович, проверяющий из главка","Три вокзала - Степан Петрович, проверяющий из главка"
Футбол — вид спорта номер 1 в Конго.,Футбол — вид спорта номер один в Конго.
"Национальная команда, известная как «Красные дьяволы» (фр. Diables Rouges), 6 раз достигала финала Кубка африканских наций.","Национальная команда, известная как «Красные дьяволы» (фр. Diables Rouges), шесть раз достигала финала Кубка африканских наций."
В окрестностях горы Ай-Николы находится 1 из известных таврских могильников — так называемый Ореандовский могильник.,В окрестностях горы Ай-Николы находится один из известных таврских могильников — так называемый Ореандовский могильник.
10 дней он хранил тело убитой в автомобиле.,Десять дней он хранил тело убитой в автомобиле.
Селин Фигар была 2 ребенком из четверых детей Бернарды и Мартина Фигар.,Селин Фигар была вторым ребенком из четверых детей Бернарды и Мартина Фигар.
"Фигар планировала вернуться в Великобританию в декабре, чтобы провести еще 2 недели с Жан-Марком.","Фигар планировала вернуться в Великобританию в декабре, чтобы провести еще две недели с Жан-Марком."
Затем он помог ей найти 3 водителя грузовика для заключительного этапа путешествия.,Затем он помог ей найти третьего водителя грузовика для заключительного этапа путешествия.
"Сотрудники полиции расследовали похожие нераскрытые убийства, опасаясь, что они могут быть делом рук 1 человека.","Сотрудники полиции расследовали похожие нераскрытые убийства, опасаясь, что они могут быть делом рук одного человека."
"Это был 1 случай, когда метод анализа ДНК был использован на национальном уровне для выявления подозреваемого в убийстве.","Это был первый случай, когда метод анализа ДНК был использован на национальном уровне для выявления подозреваемого в убийстве."
"Сын Джона и Джулианны Морган, 1 из 5 детей в семье, Стюарт вырос в Танбридж Уэллс, графство Кент.","Сын Джона и Джулианны Морган, один из пяти детей в семье, Стюарт вырос в Танбридж Уэллс, графство Кент."
"Он окончил Кройдонский колледж и получил 2 специальности: сантехника и теплотехника, затем он открыл собственный бизнес, связанный с сантехникой, в области Танбридж Уэллс.","Он окончил Кройдонский колледж и получил две специальности: сантехника и теплотехника, затем он открыл собственный бизнес, связанный с сантехникой, в области Танбридж Уэллс."
Он встретил свою 2 жену после переезда в Дорсет.,Он встретил свою вторую жену после переезда в Дорсет.
"Детективы пришли к выводу, что после изнасилования и убийства Морган оставил ее тело на нижней койке в кабине, и оно находилось там до 10 дней.","Детективы пришли к выводу, что после изнасилования и убийства Морган оставил ее тело на нижней койке в кабине, и оно находилось там до десяти дней."
"2 бутылки «Паскаль Кретьен», которые Фигар привезла в Англию, Морган подарил на Рождество 2 членам обслуживающего персонала гаража, которые работали на станции «Shell» напротив его дома.","Две бутылки «Паскаль Кретьен», которые Фигар привезла в Англию, Морган подарил на Рождество двум членам обслуживающего персонала гаража, которые работали на станции «Shell» напротив его дома."
"В саду также увековечены другие жертвы насильственных преступлений, в том числе Джоанна Пэрриш и Кэролайн Дикинсон, 2 английские студентки, которые были убиты во Франции.","В саду также увековечены другие жертвы насильственных преступлений, в том числе Джоанна Пэрриш и Кэролайн Дикинсон, две английские студентки, которые были убиты во Франции."
"Могильник склеповый, Склепы наземные (4), Склепы полуподземные (5), Цырты-памятные столбы (2)","Могильник склеповый, Склепы наземные (четыре), Склепы полуподземные (пять), Цырты-памятные столбы (два)"
"Известен только как отец Раникунды, 1 жены короля лангобардов Вахо.","Известен только как отец Раникунды, первой жены короля лангобардов Вахо."
Это 1 находка подсемейства Choraginae из балтийского янтаря.,Это первая находка подсемейства Choraginae из балтийского янтаря.
1 из крупнейших жуков в мире.,Один из крупнейших жуков в мире.
3 стороны должны прекратить любые формы использования авторского произведения.,Третьи стороны должны прекратить любые формы использования авторского произведения.
"В случаях, если между 3 лицами и наследниками или правопреемниками отсутствуют соглашения об условиях использования произведения, то варианты использования обсуждается в суде.","В случаях, если между третьими лицами и наследниками или правопреемниками отсутствуют соглашения об условиях использования произведения, то варианты использования обсуждается в суде."
Без разрешения автора компьютерной программы можно делать 1 копию оригинала.,Без разрешения автора компьютерной программы можно делать одну копию оригинала.
"Незаконное копирование произведений, использование их для извлечения прибыли наказывается лишением свободы на срок от 1 месяца до 6 лет и др.","Незаконное копирование произведений, использование их для извлечения прибыли наказывается лишением свободы на срок от одного месяца до шести лет и др."
"В Новом Южном Уэльсе получила 2 высшее образование, окончив South West Institute of TAFE (SW TAFE) по специальности изобразительное искусство.","В Новом Южном Уэльсе получила второе высшее образование, окончив South West Institute of TAFE (SW TAFE) по специальности изобразительное искусство."
В решающем заплыве Эрвину было доверено плыть на 1 этапе.,В решающем заплыве Эрвину было доверено плыть на первом этапе.
"Пройдя 2 предварительных раундов, Эрвин вышел в финал соревнований.","Пройдя два предварительных раундов, Эрвин вышел в финал соревнований."
В тот же день он сыграл за дублирующий состав клуба в матче 1 дивизиона против 2 команды «ЭБ/Стреймур».,В тот же день он сыграл за дублирующий состав клуба в матче первого дивизиона против второй команды «ЭБ/Стреймур».
В следующих встречах чемпионата игрок выходил на поле с 1 минут.,В следующих встречах чемпионата игрок выходил на поле с первых минут.
"Он с 1 минут начал 1 игру турнира с юношеской сборной Шотландии, а также целиком отыграл 2 другие встречи группового этапа.","Он с первых минут начал первую игру турнира с юношеской сборной Шотландии, а также целиком отыграл две другие встречи группового этапа."
"Дом Розенштейна — памятник архитектуры города Улан-Удэ, 1 трехэтажный дом города, 1 в городе здание в стиле модерн, объект культурного наследия регионального уровня.","Дом Розенштейна — памятник архитектуры города Улан-Удэ, первый трехэтажный дом города, первое в городе здание в стиле модерн, объект культурного наследия регионального уровня."
"1 время здание арендовал владивостокский Восточный институт, эвакуированный из-за начала Русско-японской войны.","Первое время здание арендовал владивостокский Восточный институт, эвакуированный из-за начала Русско-японской войны."
В год давалось около 40 спектаклей.,В год давалось около сорока спектаклей.
Парк Цзинмин и гора Юйцюаньшань входили в список «3 горы и 5 парков» императорской семьи.,Парк Цзинмин и гора Юйцюаньшань входили в список «Три горы и пять парков» императорской семьи.
В этом же году клуб выиграл Кубок Митропы — 1 из 1 европейских футбольных турниров.,В этом же году клуб выиграл Кубок Митропы — один из первых европейских футбольных турниров.
На стыке XX и XXI веков клуб играл во 2 и Региональной лигах Австрии.,На стыке XX и XXI веков клуб играл во Второй и Региональной лигах Австрии.
"Окончила в Лиссабоне 4 класса начальной школы (чтобы получить паспорт, необходимый для посещения брата в Мозамбике).","Окончила в Лиссабоне четыре класса начальной школы (чтобы получить паспорт, необходимый для посещения брата в Мозамбике)."
Более 40 лет Мария де Жезуш была домоправительницей и делопроизводителем Антониу Салазара.,Более сорока лет Мария де Жезуш была домоправительницей и делопроизводителем Антониу Салазара.
На протяжении почти 2 лет уволенный в отставку по болезни Салазар по-прежнему считал себя премьер-министром.,На протяжении почти двух лет уволенный в отставку по болезни Салазар по-прежнему считал себя премьер-министром.
"При Кахнере Insight не выдавал имен журналистов с целью привлечения большего количества информации из 1 рук, которые по понятным причинам «не желают раскрывать свои имена».","При Кахнере Insight не выдавал имен журналистов с целью привлечения большего количества информации из первых рук, которые по понятным причинам «не желают раскрывать свои имена»."
"Было обнаружено, что мальчики в 2 раза чаще, чем девочки, подвергаются наказанию за плохое поведение в школе, но в 4 раза чаще подвергаются телесным наказаниям.","Было обнаружено, что мальчики в два раза чаще, чем девочки, подвергаются наказанию за плохое поведение в школе, но в четыре раза чаще подвергаются телесным наказаниям."
"В других юго-восточных штатах (Флорида, Арканзас, Джорджия, Луизиана и Теннесси) чернокожие дети более чем в 3 раза чаще подвергались телесным наказаниям, чем белые дети.","В других юго-восточных штатах (Флорида, Арканзас, Джорджия, Луизиана и Теннесси) чернокожие дети более чем в три раза чаще подвергались телесным наказаниям, чем белые дети."
"Однако в некоторых школьных округах Алабамы, Миссисипи и Теннесси вероятность подвергнуться телесным наказаниям у детей с инвалидностью в 5 раз выше, чем у сверстников без инвалидности.","Однако в некоторых школьных округах Алабамы, Миссисипи и Теннесси вероятность подвергнуться телесным наказаниям у детей с инвалидностью в пять раз выше, чем у сверстников без инвалидности."
В тот же день заместитель директора Бретт Мик сообщил Гриру о последствиях: 2 дня отстранения или 2 удара деревянной лопаткой.,В тот же день заместитель директора Бретт Мик сообщил Гриру о последствиях: два дня отстранения или два удара деревянной лопаткой.
"Рейтинг школы в обзорах Google упал на 2 пункта, и несколько родителей выразили в своих отзывах, что хотели бы найти альтернативу школе, опасаясь за безопасность своих детей.","Рейтинг школы в обзорах Google упал на два пункта, и несколько родителей выразили в своих отзывах, что хотели бы найти альтернативу школе, опасаясь за безопасность своих детей."
"1 из детей упал на землю во время гребли, и Гункель извинился перед 1 из матерей за то, что наказал мальчиков.","Один из детей упал на землю во время гребли, и Гункель извинился перед одной из матерей за то, что наказал мальчиков."
"После этого учительница пыталась убедить 7, что синяки — это аллергическая реакция.","После этого учительница пыталась убедить семью, что синяки — это аллергическая реакция."
"Учительницу отстранили на 2 дня, а Тернера перевели в другой класс.","Учительницу отстранили на два дня, а Тернера перевели в другой класс."
"Ребенка связали и шлепнули 5 раз, в результате чего он получил глубокие синяки.","Ребенка связали и шлепнули пять раз, в результате чего он получил глубокие синяки."
"Самая известная книга связана с темой 1 чеченской войны, в которой он принимал участие.","Самая известная книга связана с темой первой чеченской войны, в которой он принимал участие."
В 1 книге «Я был на этой войне.,В первой книге «Я был на этой войне.
Миронов уже почти 2 года лидер хит-парада читательских симпатий в самой большой русскоязычной электронной библиотеке «Lib.ru».,Миронов уже почти два года лидер хит-парада читательских симпатий в самой большой русскоязычной электронной библиотеке «Lib.ru».
Во время зимней спячки в январе или феврале на свет появляются от 1 до 3 детенышей.,Во время зимней спячки в январе или феврале на свет появляются от одного до трех детенышей.
"Не сохранилось ни 1 современного письменного источника, свидетельствовавшего о переселении хорватов в VII веке.","Не сохранилось ни одного современного письменного источника, свидетельствовавшего о переселении хорватов в VII веке."
"Путь их начался в Галиции (кстати, 1 из племен, населявших Галичину называлось белые хорваты) и Среднедунайской низменности.","Путь их начался в Галиции (кстати, одно из племен, населявших Галичину называлось белые хорваты) и Среднедунайской низменности."
"«Об управлении империей» свидетельствует о пришествии в Далмацию 5 братьев: Клюкоша, Лобела, Косенча, Мюхло и Хрвата, а также их 2 сестер, Туги и Буги.","«Об управлении империей» свидетельствует о пришествии в Далмацию пяти братьев: Клюкоша, Лобела, Косенча, Мюхло и Хрвата, а также их двух сестер, Туги и Буги."
Хорватские земли разделились на 2 княжества — Паннонию на севере и Далмацию на юге.,Хорватские земли разделились на два княжества — Паннонию на севере и Далмацию на юге.
Liber Pontificalis (книга Римских пап) датирует 1 контакт между Римской церковью и хорватами серединой VII века.,Liber Pontificalis (книга Римских пап) датирует первый контакт между Римской церковью и хорватами серединой VII века.
"Некоторые историки отмечают, что возможно Порин, Порга и Борна — это разные интерпретации 1 и того же имени.","Некоторые историки отмечают, что возможно Порин, Порга и Борна — это разные интерпретации одного и того же имени."
"По своему местоположению хорватские земли находились между 4 основными политическими силами: Византией, стремившейся управлять городами в Далмации и островами на юго-востоке Адриатики;","По своему местоположению хорватские земли находились между четырьмя основными политическими силами: Византией, стремившейся управлять городами в Далмации и островами на юго-востоке Адриатики;"
Защитил диссертацию по теме «Полное пересечение 2 или более квадрик» (англ. The Complete Intersection of Two or More Quadratics) под руководством Пьера Делиня и Питера Свиннертон-Дайера.,Защитил диссертацию по теме «Полное пересечение двух или более квадрик» (англ. The Complete Intersection of Two or More Quadratics) под руководством Пьера Делиня и Питера Свиннертон-Дайера.
