q,a
"По собственной классификации СССО Японии соответствует ОБТ поколения 3,5.",По собственной классификации СССО Японии соответствует ОБТ поколения три с половиной.
"На танке проходит испытания дистанционно управляемая зенитная пулеметная установка 12,7 мм, с оптико-электронным каналом прицеливания, унифицированная для установки на БМП (MCV, Комацу).","На танке проходит испытания дистанционно управляемая зенитная пулеметная установка двенадцать целых семь десятых мм, с оптико-электронным каналом прицеливания, унифицированная для установки на БМП (MCV, Комацу)."
"К концу года количество абонентов составляло 2,4 млн абонентов.",К концу года количество абонентов составляло две целых четыре десятых млн абонентов.
"На конец второго квартала компания обслуживала 1,7 миллиона абонентов.",На конец второго квартала компания обслуживала одна целая семь десятых миллиона абонентов.
"Наиболее холодный месяц — январь со среднесуточной температурой −15,7 °C, наиболее тёплый — июль со среднемесячной температурой +17,6 °C.","Наиболее холодный месяц — январь со среднесуточной температурой минус пятнадцать целых семь десятых °C, наиболее тёплый — июль со среднемесячной температурой плюс семнадцать целых шесть десятых °C."
"Её предложение включало в себя аренду всего Church Missions House, состоящего из шести этажей и площадью 45,000 фут² (4,1806 м²).","Её предложение включало в себя аренду всего Church Missions House, состоящего из шести этажей и площадью сорок пять целых ноль тысячных фут² (четыре целых одна тысяча восемьсот шесть десятитысячных м²)."
"В первую неделю видео набрало почти 1,4 миллиона просмотров и 4,7 тысяч комментариев.",В первую неделю видео набрало почти одна целая четыре десятых миллиона просмотров и четыре целых семь десятых тысяч комментариев.
"Среднегодовая температура воздуха — 3,6 °C.",Среднегодовая температура воздуха — три целых шесть десятых °C.
"Будучи одной из самых маленьких существующих ныне акул, Squaliolus laticaudus достигает в длину всего 27,5 см.","Будучи одной из самых маленьких существующих ныне акул, Squaliolus laticaudus достигает в длину всего двадцать семь с половиной см."
"У этих акул вытянутое веретенообразное тело с вытянутым, слегка заострённым, выпуклым рылом.","У этих акул вытянутое веретенообразное тело с вытянутым, слегка заострённым, выпуклым рылом."
"Занимает площадь 8,54 км².",Занимает площадь восемь целых пятьдесят четыре сотых км².
"В течение пяти дней в США было продано примерно 1,1 миллионов копий игры.",В течение пяти дней в США было продано примерно одна целая одна десятая миллионов копий игры.
+4.4 °C).,плюс четыре целых четыре десятых °C).
"Занимает площадь 12,17 км².",Занимает площадь двенадцать целых семнадцать сотых км².
"В общей сложности, картина заработала сумму, эквивалентную 31,5 млн долларов США.","В общей сложности, картина заработала сумму, эквивалентную тридцать один с половиной млн долларов США."
"Занимает площадь 23,41 км².",Занимает площадь двадцать три целых сорок одна сотая км².
13.42,тринадцать целых сорок две сотых
"Только военные расходы правительства США достигли 3,5 млрд долларов.",Только военные расходы правительства США достигли три с половиной млрд долларов.
"Занимает площадь 68,52 км².",Занимает площадь шестьдесят восемь целых пятьдесят две сотых км².
"Занимает площадь 8,58 км².",Занимает площадь восемь целых пятьдесят восемь сотых км².
"По данным Бюро переписи населения США площадь тауншипа составляет 85,9 км², из которых 85,1 км² занимает суша, а 0,9 км² — вода (0,99 %).","По данным Бюро переписи населения США площадь тауншипа составляет восемьдесят пять целых девять десятых км², из которых восемьдесят пять целых одна десятая км² занимает суша, а ноль целых девять десятых км² — вода (ноль целых девять десятых9 %)."
"Плотность населения —  3,8 чел./км².",Плотность населения —  три целых восемь десятых чел./км².
"Расовый состав населения: 100,00 % белых.",Расовый состав населения: сто целых ноль сотых % белых.
"Средний размер домохозяйства — 3,10, а семьи — 3,32 человека.","Средний размер домохозяйства — три целых десять сотых, а семьи — три целых тридцать две сотых человека."
"За чертой бедности находились 2,2 % семей и 3,3 % всего населения тауншипа.",За чертой бедности находились две целых две десятых % семей и три целых три десятых % всего населения тауншипа.
"Среднегодовая температура воздуха — 2,1 °С.",Среднегодовая температура воздуха — две целых одна десятая °С.
"Средняя температура воздуха самого тёплого месяца (июля) — 18,3 °C; самого холодного (января) — −13,9 °C.",Средняя температура воздуха самого тёплого месяца (июля) — восемнадцать целых три десятых °C; самого холодного (января) — −тринадцать целых девять десятых °C.
"Занимает площадь 19,06 км².",Занимает площадь девятнадцать целых шесть сотых км².
"В чемпионате Джим провёл тридцать игр в качестве стартового питчера с пропускаемостью 3,46.",В чемпионате Джим провёл тридцать игр в качестве стартового питчера с пропускаемостью три целых сорок шесть сотых.
"К концу июня на его счету было девять побед при двух поражениях с ERA 1,96.",К концу июня на его счету было девять побед при двух поражениях с ERA одна целая девяносто шесть сотых.
"Несмотря на это его ERA 3,27 был лучше среднего показателя в лиге.",Несмотря на это его ERA три целых двадцать семь сотых был лучше среднего показателя в лиге.
"Джим подтвердил слова тренера и с июня по сентябрь одержал тринадцать побед при одном поражении, пропуская в среднем 2,24 очка.","Джим подтвердил слова тренера и с июня по сентябрь одержал тринадцать побед при одном поражении, пропуская в среднем две целых двадцать четыре сотых очка."
"На транспорт приходится 5,8 % российского ВВП.",На транспорт приходится пять целых восемь десятых % российского ВВП.
"Последние реализованные проекты — достройка автодороги «Амур», СпбКАД, мосты (Надымский, Бугринский, Богучанский).","Последние реализованные проекты — достройка автодороги «Амур», СпбКАД, мосты (Надымский, Бугринский, Богучанский)."
Крупнейшее строительство — развитие порта Усть-Луга.,Крупнейшее строительство — развитие порта Усть-Луга.
"За тот же год в России были реализованы населению 4,31 млн туристических путёвок совокупной стоимостью 117,8 млрд рублей.",За тот же год в России были реализованы населению четыре целых тридцать одна сотая млн туристических путёвок совокупной стоимостью сто семнадцать целых восемь десятых млрд рублей.
"На втором холме обнаружена двухэтажная цитадель с основанием около 13,5 гектаров.",На втором холме обнаружена двухэтажная цитадель с основанием около тринадцати целых пяти десятых гектаров.
"Площадь — 14,35 км².",Площадь — четырнадцать целых тридцать пять сотых км².
"Занимает площадь 110,428 км².",Занимает площадь сто десять целых четыреста двадцать восемь тысячных км².
"Плотность населения — 71,8 чел./км².",Плотность населения — семьдесят одна целая восемь десятых чел./км².
«Гендерное равноправие точно начинается не с суффиксов»,«Гендерное равноправие точно начинается не с суффиксов»
"Их возраст оценивается в 2,6 млн лет.",Их возраст оценивается в две целых шесть десятых млн лет.
"Олдувайская культура — 2,5—1,5 млн лет.",Олдувайская культура — два с половиной—один с половиной млн лет.
"Нормальная температура тела человека составляет около 36,6 °C.",Нормальная температура тела человека составляет около тридцати шести целых шести десятых °C.
"ДНК человека и шимпанзе имеют не менее 98,5 % схожих генов.",ДНК человека и шимпанзе имеют не менее девяноста восьми целых пяти десятых % схожих генов.
"Вместе с митохондриальной ДНК в геноме человека содержится около 3,055 млрд пар оснований.",Вместе с митохондриальной ДНК в геноме человека содержится около трёх целых пятидесяти пяти тысячных млрд пар оснований.
"Развитие областей мозга человека, связанных с регуляцией речи (зона Брока и зона Вернике) прослеживается в черепе Homo habilis (Человек умелый), возраст которого около 2,3 млн лет, поэтому некоторые учёные склонны полагать, что протоязык мог возникнуть уже тогда.","Развитие областей мозга человека, связанных с регуляцией речи (зона Брока и зона Вернике) прослеживается в черепе Homo habilis (Человек умелый), возраст которого около двух целых трёх десятых млн лет, поэтому некоторые учёные склонны полагать, что протоязык мог возникнуть уже тогда."
"Простейшие каменные орудия использовались людьми как минимум 2.5 миллиона лет назад, при этом использование более сложных приспособлений, таких как каменные ножи и топоры отмечается около одной целой восьми десятых млн лет назад.","Простейшие каменные орудия использовались людьми как минимум две целых пять десятых миллиона лет назад, при этом использование более сложных приспособлений, таких как каменные ножи и топоры отмечается около одной целой восьми десятых млн лет назад."
"Количество насилия в разных обществах значительно разнится — уровень убийств в правовых государствах и обществах со строго отрицательным отношением к насилию составляет около 0,01 %.",Количество насилия в разных обществах значительно разнится — уровень убийств в правовых государствах и обществах со строго отрицательным отношением к насилию составляет около ноля целых одной сотой %.
"Площадь края составляла 553,2 км².",Площадь края составляла пятьсот пятьдесят три целых две десятых км².
Technical Note TN1121 Mac OS 8.1 Информация для разработчиков от Apple,Technical Note TN1121 Mac OS 8.1 Информация для разработчиков от Apple
Technical Note TN1142 Mac OS 8.5 Информация для разработчиков от Apple,Technical Note TN1142 Mac OS восемь с половиной Информация для разработчиков от Apple
Technical Note TN1163 Mac OS 8.6 Информация для разработчиков от Apple,Technical Note TN1163 Mac OS 8.6 Информация для разработчиков от Apple
"В 1,5 км к северо-западу от Козлово находится Чудское озеро (Желченский залив).",В один с половиной км к северо-западу от Козлово находится Чудское озеро (Желченский залив).
"Пассажиропоток — 43,6 тыс. чел./сутки.",Пассажиропоток — сорок три целых шесть десятых тыс. чел./сутки.
"Среднегодовая многолетняя температура воздуха составляет 5,2 °С.",Среднегодовая многолетняя температура воздуха составляет пять целых две десятых °С.
"Занимает площадь 55,62 км².",Занимает площадь пятьдесят пять целых шестьдесят две сотых км².
"Бюджетом игры была определена сумма в около 1,2 млрд злотых, что сделало её одной из самых дорогих игр в истории.","Бюджетом игры была определена сумма в около одной целой двух десятых млрд злотых, что сделало её одной из самых дорогих игр в истории."
"Карточная игра», в то время как Леонард-Морган был известен как автор музыки к Warhammer 40,000: Dawn of War II.","Карточная игра», в то время как Леонард-Морган был известен как автор музыки к Warhammer сорок целых ноль тысячных: Dawn of War II."
"Занимает площадь 5,17 км².",Занимает площадь пять целых семнадцать сотых км².
"Площадь лесов — 49,8 тыс. га.",Площадь лесов — сорок девять целых восемь десятых тыс. га.
"Трудовые ресурсы района составляют 35,1 тыс. человек.",Трудовые ресурсы района составляют тридцать пять целых одна десятая тыс. человек.
"В народном хозяйстве работают 19,5 тыс. человек.",В народном хозяйстве работают девятнадцать с половиной тыс. человек.
"Под сельскохозяйственные угодьями — 115,2 тыс. га, в том числе пахотных земель — 62,8 тыс. га, под садами и виноградниками — 8,5 тыс. га, под пастбищами — 43,6 тыс. га.","Под сельскохозяйственные угодьями — сто пятнадцать целых две десятых тыс. га, в том числе пахотных земель — шестьдесят две целых восемь десятых тыс. га, под садами и виноградниками — восемь с половиной тыс. га, под пастбищами — сорок три целых шесть десятых тыс. га."
"Автомобильных дорог — 314,9 км.",Автомобильных дорог — триста четырнадцать целых девять десятых км.
"(чуть меньше расстояния от Сатурна до Солнца), они обращаются друг вокруг друга с периодом 26,7 года.","(чуть меньше расстояния от Сатурна до Солнца), они обращаются друг вокруг друга с периодом двадцать шесть целых семь десятых года."
"выше по течению на расстоянии в 0,5 км расположено село Коломак,","выше по течению на расстоянии в ноль с половиной км расположено село Коломак,"
— министр юстиции — Роман Зварич.,— министр юстиции — Роман Зварич.
"На этот автомобиль устанавливали форсированный двигатель V8 BMW S62 с рабочим объемом 5.0 л, конструктивно схожий с двигателем M62B44, оснащённый системой изменения фаз газораспределения Double-VANOS и восемью индивидуальными дроссельными заслонками.","На этот автомобиль устанавливали форсированный двигатель V8 BMW S62 с рабочим объемом пять целых ноль десятых л, конструктивно схожий с двигателем M62B44, оснащённый системой изменения фаз газораспределения Double-VANOS и восемью индивидуальными дроссельными заслонками."
Первый двигатель для BMW 520i был создан на базе двигателя предыдущего поколения BMW M52 с объемом 2.0 л.,Первый двигатель для BMW 520i был создан на базе двигателя предыдущего поколения BMW M52 с объемом две целых ноль десятых л.
"Шестицилиндровые двигатели объемом 3,2 и 3,3 литра были спроектированы на основе двигателей от BMW 528i и BMW 530i.",Шестицилиндровые двигатели объемом три целых две десятых и три целых три десятых литра были спроектированы на основе двигателей от BMW 528i и BMW 530i.
"Два двигателя V8 объемом 4,6 (B10 V8) и 4,8 литра (B10 V8 S) были взяты у BMW 540i.",Два двигателя V8 объемом четыре целых шесть десятых (B10 V8) и четыре целых восемь десятых литра (B10 V8 S) были взяты у BMW 540i.
"Занимает площадь 17,6 км².",Занимает площадь семнадцать целых шесть десятых км².
"Плотность населения — 39,90 чел./км².Административный центр — Эльдорадо.",Плотность населения — тридцать девять целых девяносто сотых чел./км².Административный центр — Эльдорадо.
"По данным Бюро переписи населения США площадь тауншипа составляет 56,2 км², из которых 46,0 км² занимает суша, а 10,3 км² — вода (18,24 %).","По данным Бюро переписи населения США площадь тауншипа составляет пятьдесят шесть целых две десятых км², из которых сорок шесть целых ноль десятых км² занимает суша, а десять целых три десятых км² — вода (восемнадцать целых двадцать четыре сотых %)."
"Плотность населения —  17,6 чел./км².",Плотность населения —  семнадцать целых шесть десятых чел./км².
"Расовый состав населения: 97,77 % белых, 0,25 % коренных американцев, 0,12 % азиатов и 1,86 % приходится на две или более других рас.","Расовый состав населения: девяносто семь целых семьдесят семь сотых % белых, ноль целых двадцать пять сотых % коренных американцев, ноль целых двенадцать сотых % азиатов и одна целая восемьдесят шесть сотых % приходится на две или более других рас."
"Испанцы или латиноамериканцы любой расы составляли 0,37 % от популяции тауншипа.",Испанцы или латиноамериканцы любой расы составляли ноль целых тридцать семь сотых % от популяции тауншипа.
"Средний размер домохозяйства — 2,47, а семьи — 2,86 человека.","Средний размер домохозяйства — две целых сорок семь сотых, а семьи — две целых восемьдесят шесть сотых человека."
"Площадь кухонь в таких домах составляла 9,3 квадратных метра, высота потолков 2,45 метра.","Площадь кухонь в таких домах составляла девять целых три десятых квадратных метра, высота потолков две целых сорок пять сотых метра."
"Дважды Герой Советского Союза , с восьми целых одной тысячи девятисот двадцати одной десятитысячной по 6.1922 гг. , обучался в профтехшколе села.","Дважды Герой Советского Союза , с восьми целых одной тысячи девятисот двадцати одной десятитысячной по шесть целых одна тысяча девятьсот двадцать две десятитысячных гг. , обучался в профтехшколе села."
Рекомендуемый тип кабеля: стандартный телефонный (JYStY N*2*0.8 mm).,Рекомендуемый тип кабеля: стандартный телефонный (JYStY N*2*0.8 mm).
"(произносится как я́ху, по разным версиям или в честь человекоподобных существ из книги Свифта «Приключения Гулливера»[неоднозначно], или акроним от Yet Another Hierarchical Officious Oracle, с англ.","(произносится как я́ху, по разным версиям или в честь человекоподобных существ из книги Свифта «Приключения Гулливера»[неоднозначно], или акроним от Yet Another Hierarchical Officious Oracle, с англ."
"Позднее было объявлено, что цена компании будет снижена до 4,48 млрд долл.","Позднее было объявлено, что цена компании будет снижена до четырёх целых сорока восьми сотых млрд долл."
"По данным Бюро переписи населения США площадь города составляет 178,3 км², из них 170,2 км² — суша и 8,1 км² — открытые водные пространства.","По данным Бюро переписи населения США площадь города составляет сто семьдесят восемь целых три десятых км², из них сто семьдесят целых две десятых км² — суша и восемь целых одна десятая км² — открытые водные пространства."
"Английский является родным для 88,55 % населения; испанский — для 7,45 %; французский — для 0,93 %; немецкий — для 0,92 %; арабский — для 0,53 %.",Английский является родным для восемьдесят восемь целых пятьдесят пять сотых % населения; испанский — для семь целых сорок пять сотых %; французский — для ноль целых девяносто три сотых %; немецкий — для ноль целых девяносто две сотых %; арабский — для ноль целых пятьдесят три сотых %.
В своей основе сервис использует технологию Silverlight 3.0 (поддерживается с помощью плагинов в браузерах Microsoft Internet Explorer и Opera).,В своей основе сервис использует технологию Silverlight три целых ноль десятых (поддерживается с помощью плагинов в браузерах Microsoft Internet Explorer и Opera).
=== Mapul 1.0 ===,=== Mapul одна целая ноль десятых ===
=== Mapul 2.0 ===,=== Mapul две целых ноль десятых ===
"Это стало возможно благодаря появлению в Microsoft Silverlight 3.0 технологии Out-Of-Browser, позволяющей создавать приложения такого типа.","Это стало возможно благодаря появлению в Microsoft Silverlight три целых ноль десятых технологии Out-Of-Browser, позволяющей создавать приложения такого типа."
7.092106 «Мосты и тр. тоннели»]:,семь целых девяносто две тысяча сто шесть миллионных «Мосты и тр. тоннели»]:
"Среднегодовая температура воздуха составляет 5,3 °С.",Среднегодовая температура воздуха составляет пять целых три десятых °С.
"Ближайший населённый пункт — деревня Митинка — в 1,5 километрах севернее.",Ближайший населённый пункт — деревня Митинка — в один с половиной километрах севернее.
"(приведение к интервалу [0,1])",(приведение к интервалу [ноль целых одна десятая])
"буряты — 44,9%;",буряты — сорок четыре целых девять десятых%;
"русские — 40,6%;",русские — сорок целых шесть десятых%;
"эвенки — 8,3%;",эвенки — восемь целых три десятых%;
"евреи — 4,7%.",евреи — четыре целых семь десятых%.
"Плотность населения — 6,40 чел./км².",Плотность населения — шесть целых сорок сотых чел./км².
"С выходом Бельгии из Золотого блока размен банкнот на золото был прекращен, и золотое содержание франка снизилось до 0,030126 г чистого золота.","С выходом Бельгии из Золотого блока размен банкнот на золото был прекращен, и золотое содержание франка снизилось до ноля целых тридцати тысяч сто двадцати шести миллионных г чистого золота."
"Находится на расстоянии около 2,9 км к северо-востоку от хутора Поповки.",Находится на расстоянии около двух целых девяти десятых км к северо-востоку от хутора Поповки.
"Находится на расстоянии около 1,5 км к северо-востоку от хутора Поповки.",Находится на расстоянии около одной целой пяти десятых км к северо-востоку от хутора Поповки.
"Находится на расстоянии около 1,0 км к северо-востоку от хутора Поповки.",Находится на расстоянии около одной целой ноля десятых км к северо-востоку от хутора Поповки.
"Его масса составляет 1,35 масс Солнца, что почти максимально допустимо для объектов этого типа, так как его масса близка к пределу Чандрасекара.","Его масса составляет одна целая тридцать пять сотых масс Солнца, что почти максимально допустимо для объектов этого типа, так как его масса близка к пределу Чандрасекара."
"Пешеходным туристам предлагается преодолеть 14,6 км по пересеченной местности со значительными перепадами высот.",Пешеходным туристам предлагается преодолеть четырнадцать целых шесть десятых км по пересеченной местности со значительными перепадами высот.
"В самой Алексеевке проживало 12,3 тыс. чел., а вместе с прилегающими слободами Николаевкой и Дмитриевкой — 18,5 тыс. чел.","В самой Алексеевке проживало двенадцать целых три десятых тыс. чел., а вместе с прилегающими слободами Николаевкой и Дмитриевкой — восемнадцать с половиной тыс. чел."
"В основном, — это предприятия пищевой промышленности с оборотом 68,9 млрд рублей в год.","В основном, — это предприятия пищевой промышленности с оборотом шестьдесят восемь целых девять десятых млрд рублей в год."
"87,9 Европа Плюс",восемьдесят семь целых девять десятых Европа Плюс
"88,4 Новое Радио",восемьдесят восемь целых четыре десятых Новое Радио
"88,9 Казак FM",восемьдесят восемь целых девять десятых Казак FM
"93,0 (ПЛАН) Авторадио",девяносто три целых ноль десятых (ПЛАН) Авторадио
"93,6 (ПЛАН) ZFM",девяносто три целых шесть десятых (ПЛАН) ZFM
"94,2 (ПЛАН) Радио Ваня",девяносто четыре целых две десятых (ПЛАН) Радио Ваня
"100,6 Радио ENERGY",сто целых шесть десятых Радио ENERGY
"101,0 Дорожное радио",сто одна целая ноль десятых Дорожное радио
"101,7 Маруся FM",сто одна целая семь десятых Маруся FM
"103,5 Радио Мира Белогорья",сто три с половиной Радио Мира Белогорья
"103,9 Радио ШансонТелевидениеЦифра",сто три целых девять десятых Радио ШансонТелевидениеЦифра
"Общая площадь — 0,3 га.",Общая площадь — ноль целых три десятых га.
"Ботанический заказник — Эталонное насаждение (генетический резерват) дуба черешчатого в кварталах № 61,62 целостного массива лесного фонда ОКУ «Алексеевское лесничество».",Ботанический заказник — Эталонное насаждение (генетический резерват) дуба черешчатого в кварталах № шестьдесят одна целая шестьдесят две сотых целостного массива лесного фонда ОКУ «Алексеевское лесничество».
"По данным Бюро переписи населения США площадь тауншипа составляет 92,7 км², из которых 92,7 км² занимает суша, водоёмов нет.","По данным Бюро переписи населения США площадь тауншипа составляет девяносто две целых семь десятых км², из которых девяносто две целых семь десятых км² занимает суша, водоёмов нет."
"Плотность населения —  2,5 чел./км².",Плотность населения —  два с половиной чел./км².
"Расовый состав населения: 97,41 % белых, 0,43 % — других рас США и 2,16 % приходится на две или более других рас.","Расовый состав населения: девяносто семь целых сорок одна сотая % белых, ноль целых сорок три сотых % — других рас США и две целых шестнадцать сотых % приходится на две или более других рас."
"Испанцы или латиноамериканцы любой расы составляли 1,29 % от популяции тауншипа.",Испанцы или латиноамериканцы любой расы составляли одна целая двадцать девять сотых % от популяции тауншипа.
"Средний размер домохозяйства — 3,05, а семьи — 3,44 человека.","Средний размер домохозяйства — три целых пять сотых, а семьи — три целых сорок четыре сотых человека."
"The Encyclopedia of Weapons of World War II: The Comprehensive Guide to Over 1,500 Weapons Systems, Including Tanks, Small Arms, Warplanes, Artillery, Ships and Submarines (англ.).","The Encyclopedia of Weapons of World War II: The Comprehensive Guide to Over одна целая пятьсот тысячных Weapons Systems, Including Tanks, Small Arms, Warplanes, Artillery, Ships and Submarines (англ.)."
"Располагался у окраины Казенного леса, 6,5 км к юго-западу от села Шадымо-Рыскино.","Располагался у окраины Казенного леса, шесть с половиной км к юго-западу от села Шадымо-Рыскино."
"Занимает площадь 16,1 км².",Занимает площадь шестнадцать целых одна десятая км².
"Занимает площадь 68,453 км².",Занимает площадь шестьдесят восемь целых четыреста пятьдесят три тысячных км².
"Плотность населения — 32,8 чел./км².",Плотность населения — тридцать две целых восемь десятых чел./км².
Пункт 17.3.,Пункт семнадцать целых три десятых.
"− по наибольшему числу мячей, забитых на чужих полях во всех Матчах.","− по наибольшему числу мячей, забитых на чужих полях во всех Матчах."
Пункт 17.4.,Пункт семнадцать целых четыре десятых.
"сельское хозяйство и животноводство — 44,3 %;",сельское хозяйство и животноводство — сорок четыре целых три десятых %;
"промышленность и строительство — 10,2 %;",промышленность и строительство — десять целых две десятых %;
"торговля, сферы услуг и туризма — 42,5 %;","торговля, сферы услуг и туризма — сорок два с половиной %;"
"безработные — 3,1 %.",безработные — три целых одна десятая %.
"электрификация: 97,9 %;",электрификация: девяносто семь целых девять десятых %;
"водоснабжение: 55,9 %;",водоснабжение: пятьдесят пять целых девять десятых %;
"Среднегодовая многолетняя температура воздуха составляет 6,7 °С.",Среднегодовая многолетняя температура воздуха составляет шесть целых семь десятых °С.
"Средняя температура воздуха летнего периода — 17,6 °C; зимнего периода — −4,4 °C.",Средняя температура воздуха летнего периода — семнадцать целых шесть десятых °C; зимнего периода — −четыре целых четыре десятых °C.
"Среднегодовое количество атмосферных осадков составляет 637,2 мм, из которых большая часть выпадает в тёплый период.","Среднегодовое количество атмосферных осадков составляет шестьсот тридцать семь целых две десятых мм, из которых большая часть выпадает в тёплый период."
"Среднегодовая температура воздуха — 4,8 °C.",Среднегодовая температура воздуха — четыре целых восемь десятых °C.
«Росэлектроника»:,«Росэлектроника»:
"По утверждению разработчиков, Lada Racing Club была сделана на движке версии 2.5, но данные в самой игре указывают на версию 1.0, ранее использовавшуюся в «Бумере: Сорванные башни».","По утверждению разработчиков, Lada Racing Club была сделана на движке версии два с половиной, но данные в самой игре указывают на версию одна целая ноль десятых, ранее использовавшуюся в «Бумере: Сорванные башни»."
"Разработчики обвинялись в намеренном завышении цены: два из четырёх дисков занимал устанавливаемый в папку с игрой неиспользуемый файл размером более 1,4 Гбайт.",Разработчики обвинялись в намеренном завышении цены: два из четырёх дисков занимал устанавливаемый в папку с игрой неиспользуемый файл размером более одной целой четырёх десятых Гбайт.
